cf,name,last_name,birthdate,gender,city,gen1,gen2,partner_of
SMRRTT52H12E098X,Rosetta,Samari,1952-06-12,F,GORIZIA,BNFMLD28C29E098P,SMRLVR31S24G888X,LTARME57P08E463B
SMRPCC53A24E098L,Pinuccio,Samari,1953-01-24,M,GORIZIA,BNFMLD28C29E098P,SMRLVR31S24G888X,PVLRMN62B12L682I
SMRVGL52P30E098E,Virgilia,Samari,1952-09-30,F,GORIZIA,BNFMLD28C29E098P,SMRLVR31S24G888X,CRSGRN51T19H501B
SMRCRN52A09E098V,Caterino,Samari,1952-01-09,M,GORIZIA,BNFMLD28C29E098P,SMRLVR31S24G888X,MNNSRA47H01A859Z
TSSGLL51H14D643F,Gisella,Tessitori,1951-06-14,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,
TSSTTI49T22D643X,Tito,Tessitori,1949-12-22,M,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,SMRVTR49L22E098Q
TSSMTA49E07D643N,Amata,Tessitori,1949-05-07,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,PVLSST61R24L682V
TSSRNN50L02D643P,Ermanna,Tessitori,1950-07-02,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,SPRGGI50P01E463C
TSSSNO51E02D643X,Sonia,Tessitori,1951-05-02,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,SPRVGL51E09E463W
TSSDNL51R17D643R,Daniela,Tessitori,1951-10-17,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,PVLGRM61P11L682J
TSSGNE50T31D643D,Eugenia,Tessitori,1950-12-31,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,SPRVIO52E19E463F
TSSDLN52L01D643I,Adelina,Tessitori,1952-07-01,F,FOGGIA,TSSLND22L01D643O,DNILNI32C05B180L,PVLSML60E04L682R
PVLRMN62B12L682I,Romana,Povoli,1962-02-12,F,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,SMRPCC53A24E098L
PVLBGD62A15L682O,Brigida,Povoli,1962-01-15,F,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,MNNBSL48M06A859O
PVLGRM61P11L682J,Geremia,Povoli,1961-09-11,M,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,TSSDNL51R17D643R
PVLMLA59L07L682W,Amelia,Povoli,1959-07-07,F,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,GTAPNI60R13A757S
PVLSML60E04L682R,Samuele,Povoli,1960-05-04,M,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,TSSDLN52L01D643I
PVLGTN59M19L682G,Gaetana,Povoli,1959-08-19,F,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,MNDGTN52A28L424J
PVLPCR63H05L682W,Pancrazio,Povoli,1963-06-05,M,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,CRMLIO58S23H294A
PVLCRI60H30L682R,Icaro,Povoli,1960-06-30,M,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,SPRZTI49D08E463W
PVLSRN59H18L682J,Siriana,Povoli,1959-06-18,F,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,ZNGVTR58A30A345X
PVLSST61R24L682V,Sebastiano,Povoli,1961-10-24,M,VARESE,CLRBGD32E20L682Z,PVLBSL42D28L682A,TSSMTA49E07D643N
LVSLFA50H01D223E,Alfo,Lovisetto,1950-06-01,M,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,MNDMRZ50P10L424C
LVSLMP52E28D223N,Olimpia,Lovisetto,1952-05-28,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,
LVSLCN52B19D223Q,Luciana,Lovisetto,1952-02-19,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,MNDSMN51S09L424J
LVSLNE51M03D223Y,Elena,Lovisetto,1951-08-03,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,MNNMRZ45L21A859F
LVSRCC53B06D223F,Rebecca,Lovisetto,1953-02-06,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,CRSGTN53A30H501E
LVSVDN52M25D223N,Veridiana,Lovisetto,1952-08-25,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,ZNGLRZ55S10A345V
LVSMRC50E07D223L,America,Lovisetto,1950-05-07,F,OSSOLA,LMBNRN21S18D223B,LVSCLD29S01L500T,MNNLNZ48R29A859S
SPRLDE73P04D643O,Elide,Spuri,1973-09-04,F,FOGGIA,TSSSNO51E02D643X,SPRVGL51E09E463W,SPRLDR79R06H294T
SPRVRN69A06D643Q,Valeriana,Spuri,1969-01-06,F,FOGGIA,TSSSNO51E02D643X,SPRVGL51E09E463W,
SPRRRA73H14D643G,Aurora,Spuri,1973-06-14,F,FOGGIA,TSSSNO51E02D643X,SPRVGL51E09E463W,MNDSLV70T17D223R
SPRFLV70P26D643B,Fulvia,Spuri,1970-09-26,F,FOGGIA,TSSSNO51E02D643X,SPRVGL51E09E463W,CRSFPP71A11E463Z
SPRMME69C26D643O,Emma,Spuri,1969-03-26,F,FOGGIA,TSSSNO51E02D643X,SPRVGL51E09E463W,SMRLLE79C24L682C
SPRCST69D26D643P,Cristofora,Spuri,1969-04-26,F,FOGGIA,TSSRNN50L02D643P,SPRGGI50P01E463C,LTAGGN76R05E098F
SPRSNT71M12D643H,Sante,Spuri,1971-08-12,M,FOGGIA,TSSRNN50L02D643P,SPRGGI50P01E463C,LTAMLN76E24E463S
SPRLSN79S23H294S,Alessandra,Spuri,1979-11-23,F,RIMINI,CRMGLD62B20H294Z,SPRGTR51S02E463Z,
SPRLDR79R06H294T,Leandro,Spuri,1979-10-06,M,RIMINI,CRMGLD62B20H294Z,SPRGTR51S02E463Z,SPRLDE73P04D643O
SPRLND70T07D643Q,Leonida,Spuri,1970-12-07,M,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,CRSSVG69C17E098S
SPRMAI71E12D643O,Maia,Spuri,1971-05-12,F,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,CRMSVS81R15E098F
SPRVGL70P25D643Q,Virgilia,Spuri,1970-09-25,F,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,ZNGRNI75L19E463O
SPRNVE69H26D643T,Nevio,Spuri,1969-06-26,M,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,TSSLMP72M31E098F
SPRCPI73C24D643J,Iacopo,Spuri,1973-03-24,M,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,SPRNRN71M12L424M
SPRMTA73A17D643Z,Amata,Spuri,1973-01-17,F,FOGGIA,TSSGNE50T31D643D,SPRVIO52E19E463F,
SPRJSC71L31L424K,Jessica,Spuri,1971-07-31,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,ZNGVTI78D24D223Y
SPRRTT72T24L424E,Rosetta,Spuri,1972-12-24,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,LTARZR74S02A345N
SPRRMN69L25L424B,Romana,Spuri,1969-07-25,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,
SPRSMN73A29L424D,Simona,Spuri,1973-01-29,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,
SPRNRN71M12L424M,Nazarena,Spuri,1971-08-12,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,SPRCPI73C24D643J
SPRRNN71H15L424J,Arianna,Spuri,1971-06-15,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,LTADRD74D05A345Z
SPRPRN69R27L424X,Pierina,Spuri,1969-10-27,F,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,
SPRSND70H21L424N,Secondo,Spuri,1970-06-21,M,TRIESTE,MNDMME51C19L424O,SPRVCN53R21E463W,CRMLRA83E06A859U
GTAMLA79D21H501C,Amalia,Gaito,1979-04-21,F,ROMA,CRSSVG52C08H501X,GTALRD60C15A757A,GTALRD80A20L682P
GTAGND78T01H501T,Giocondo,Gaito,1978-12-01,M,ROMA,CRSSVG52C08H501X,GTALRD60C15A757A,PVLMSS80E14D643H
GTALLL81T06H501A,Lello,Gaito,1981-12-06,M,ROMA,CRSSVG52C08H501X,GTALRD60C15A757A,LTARNT76M28A859F
GTASTN80A29H501N,Sabatina,Gaito,1980-01-29,F,ROMA,CRSSVG52C08H501X,GTALRD60C15A757A,ZNGLSS75C21E463R
GTAFTN80P22L682F,Faustino,Gaito,1980-09-22,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,MNNLNR72T23D223C
GTABLD80T13L682T,Ubaldo,Gaito,1980-12-13,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,SMRNRN71P15A859Q
GTAPLG79M19L682J,Pellegrino,Gaito,1979-08-19,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,PVLCST83E01D643R
GTAGSI81S27L682V,Giosuè,Gaito,1981-11-27,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,MNNFRS70M23D223N
GTAGRD80T14L682E,Gerardo,Gaito,1980-12-14,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,PVLVNI80C09H294W
GTALRD80A20L682P,Leonardo,Gaito,1980-01-20,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,GTAMLA79D21H501C
GTALSN82S17L682F,Alessandra,Gaito,1982-11-17,F,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,MNNTTN71T11D223R
GTAMDA79C07L682L,Amedeo,Gaito,1979-03-07,M,VARESE,PVLMLA59L07L682W,GTAPNI60R13A757S,MNDTRS68S20D223I
MNNMRN73P23D223D,Mirena,Menini,1973-09-23,F,OSSOLA,LVSMRC50E07D223L,MNNLNZ48R29A859S,PVLCMN79A15E463Y
MNNTTN71T11D223R,Ottone,Menini,1971-12-11,M,OSSOLA,LVSMRC50E07D223L,MNNLNZ48R29A859S,GTALSN82S17L682F
MNNLNR72T23D223C,Eleonora,Menini,1972-12-23,F,OSSOLA,LVSMRC50E07D223L,MNNLNZ48R29A859S,GTAFTN80P22L682F
LTARNT76M28A859F,Renata,Laita,1976-08-28,F,BIELLA,MNNVNT45E07A859O,LTACLD57B15E463P,GTALLL81T06H501A
MNNCCL70S13E098J,Cecilio,Menini,1970-11-13,M,GORIZIA,SMRFLV49R09E098M,MNNGNZ43T12A859X,CRSSAI68T01E098B
MNNNLT71A09E098E,Nicoletta,Menini,1971-01-09,F,GORIZIA,SMRFLV49R09E098M,MNNGNZ43T12A859X,CRSNBR72H13L424J
MNNCLI78T02L682S,Clio,Menini,1978-12-02,F,VARESE,PVLBGD62A15L682O,MNNBSL48M06A859O,
MNNLSI83C26L682J,Lisa,Menini,1983-03-26,F,VARESE,PVLBGD62A15L682O,MNNBSL48M06A859O,
MNNMBR69R24D223K,Ambra,Menini,1969-10-24,F,OSSOLA,LVSLNE51M03D223Y,MNNMRZ45L21A859F,CRMFST79R22E098U
MNNNLT70B15D223F,Anacleto,Menini,1970-02-15,M,OSSOLA,LVSLNE51M03D223Y,MNNMRZ45L21A859F,LTALSS82C12H294X
MNNFRS70M23D223N,Eufrasia,Menini,1970-08-23,F,OSSOLA,LVSLNE51M03D223Y,MNNMRZ45L21A859F,GTAGSI81S27L682V
MNNGGI70H22D223I,Gigi,Menini,1970-06-22,M,OSSOLA,LVSLNE51M03D223Y,MNNMRZ45L21A859F,CRMRNT80D08A859E
MNNPRN69S22D223R,Pierina,Menini,1969-11-22,F,OSSOLA,LVSLNE51M03D223Y,MNNMRZ45L21A859F,CRMTTI79M20A859R
PCCTLI74C16E463F,Italo,Poccia,1974-03-16,M,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,PVLCLR79B17E463R
PCCGIA77R28E463K,Iago,Poccia,1977-10-28,M,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,GRPDRA76S06A345Q
PCCMRA78B26E463U,Mara,Poccia,1978-02-26,F,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,
PCCSDR77M15E463E,Isidoro,Poccia,1977-08-15,M,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,ZNGGRT78P10D223B
PCCLTZ78P24E463V,Letizia,Poccia,1978-09-24,F,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,CRSTVN69H06E463C
PCCFRZ76B02E463Y,Fabrizio,Poccia,1976-02-02,M,LA SPEZIA,LTANLT56R13E463R,PCCMCR55R25F979J,GRPFSC75M05A345B
LTASBN78L05L424Y,Sabina,Laita,1978-07-05,F,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,
LTANCN73T05L424D,Innocenzo,Laita,1973-12-05,M,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,PVLNLT82M08D643V
LTAMRN76B12L424N,Mariano,Laita,1976-02-12,M,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,PVLSNT79D19E463K
LTALRT78H09L424A,Alberta,Laita,1978-06-09,F,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,LTAWTR78H10E098Y
LTALSI74L30L424L,Lisa,Laita,1974-07-30,F,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,CRSCTN72T01D223J
LTAGPP76M02L424V,Giuseppe,Laita,1976-08-02,M,TRIESTE,MNDMMM52C18L424V,LTANNE58A01E463F,ZNGFMN82E01L682A
LTAMDE78D08A345S,Emidio,Laita,1978-04-08,M,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,LTAPSC76D06E098B
LTARMO74L25A345H,Romeo,Laita,1974-07-25,M,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,LTAMDL76R24E463S
LTADRD74D05A345Z,Edoardo,Laita,1974-04-05,M,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,SPRRNN71H15L424J
LTAVTR75H22A345Q,Veturia,Laita,1975-06-22,F,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,
LTAGTN75L21A345F,Agostino,Laita,1975-07-21,M,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,ZNGGRT83E25L682N
LTARZR74S02A345N,Riziero,Laita,1974-11-02,M,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,SPRRTT72T24L424E
LTASNN77D10A345C,Susanna,Laita,1977-04-10,F,L'AQUILA,ZNGMLE58H25A345S,LTAFCN54M07E463V,CRMGPP81M18E098Z
LTAMLN76E24E463S,Emiliana,Laita,1976-05-24,F,LA SPEZIA,SPRRBN51A28E463X,LTANBL58D03E463F,SPRSNT71M12D643H
LTAMDL76R24E463S,Maddalena,Laita,1976-10-24,F,LA SPEZIA,SPRRBN51A28E463X,LTANBL58D03E463F,LTARMO74L25A345H
LTAMTN78A14E098C,Martino,Laita,1978-01-14,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,SMRLSE81H11L682G
LTAFLC75P27E098I,Felice,Laita,1975-09-27,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,CRSSRA69C03E098Z
LTAVIO75P06E098V,Ivo,Laita,1975-09-06,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,LTALRT81R14H294A
LTAMRA78B27E098R,Mario,Laita,1978-02-27,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,LTAPSQ79D15H294O
LTAGGN76R05E098F,Gigino,Laita,1976-10-05,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,SPRCST69D26D643P
LTAWTR78H10E098Y,Walter,Laita,1978-06-10,M,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,LTALRT78H09L424A
LTAPSC76D06E098B,Priscilla,Laita,1976-04-06,F,GORIZIA,SMRRTT52H12E098X,LTARME57P08E463B,LTAMDE78D08A345S
LTAPSQ79D15H294O,Pasqua,Laita,1979-04-15,F,RIMINI,CRMLRI63R26H294K,LTARST54C30E463U,LTAMRA78B27E098R
LTATBO79B24H294U,Tobia,Laita,1979-02-24,M,RIMINI,CRMLRI63R26H294K,LTARST54C30E463U,CRSLSE69T20L424D
LTALSS82C12H294X,Larissa,Laita,1982-03-12,F,RIMINI,CRMLRI63R26H294K,LTARST54C30E463U,MNNNLT70B15D223F
LTACRN79R18H294B,Caterino,Laita,1979-10-18,M,RIMINI,CRMLRI63R26H294K,LTARST54C30E463U,PVLDGS83C16D643G
LTALRT81R14H294A,Alberta,Laita,1981-10-14,F,RIMINI,CRMLRI63R26H294K,LTARST54C30E463U,LTAVIO75P06E098V
LTASLL76B17E783E,Stella,Laita,1976-02-17,F,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,ZNGPQL82A18L682I
LTACLO74T21E783N,Cloe,Laita,1974-12-21,F,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,ZNGCLL76T11E463C
LTAFNZ73S25E783B,Fiorenzo,Laita,1973-11-25,M,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,CRMCCT79P25A859Z
LTAZOE76H11E783L,Zoe,Laita,1976-06-11,F,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,CRSMRN71C30L424V
LTASST74E21E783L,Sisto,Laita,1974-05-21,M,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,CRSPRZ70H07L424I
LTASFN76A26E783P,Stefania,Laita,1976-01-26,F,MACERATA,CLLDVG55R22E783E,LTADNC55S03E463I,ZNGFNC76S27D223T
ZNGSDR78M19E463C,Sandrina,Zangrande,1978-08-19,F,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,PVLFNN79T31E463F
ZNGCLL76T11E463C,Achille,Zangrande,1976-12-11,M,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,LTACLO74T21E783N
ZNGVTR76S13E463Q,Veturia,Zangrande,1976-11-13,F,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,
ZNGRNI75L19E463O,Rino,Zangrande,1975-07-19,M,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,SPRVGL70P25D643Q
ZNGLSS75C21E463R,Alessio,Zangrande,1975-03-21,M,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,GTASTN80A29H501N
ZNGDLC78P23E463T,Doralice,Zangrande,1978-09-23,F,LA SPEZIA,SPRLND48S14E463E,ZNGNEE57E18A345U,GRPLNS77L08A345Z
GRPVND75P19A345U,Vanda,Greppo,1975-09-19,F,L'AQUILA,ZNGYNN55S24A345R,GRPMTT47H14C573W,TSSMRN72C01E098E
GRPFSC75M05A345B,Fosca,Greppo,1975-08-05,F,L'AQUILA,ZNGYNN55S24A345R,GRPMTT47H14C573W,PCCFRZ76B02E463Y
GRPLNS77L08A345Z,Alfonso,Greppo,1977-07-08,M,L'AQUILA,ZNGYNN55S24A345R,GRPMTT47H14C573W,ZNGDLC78P23E463T
GRPDRA76S06A345Q,Daria,Greppo,1976-11-06,F,L'AQUILA,ZNGYNN55S24A345R,GRPMTT47H14C573W,PCCGIA77R28E463K
ZNGMNO82P10L682G,Monia,Zangrande,1982-09-10,F,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,PVLGND82E28E463E
ZNGLNI81T17L682Z,Lina,Zangrande,1981-12-17,F,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,MNDZEI80H27L682S
ZNGTTI80H10L682N,Tito,Zangrande,1980-06-10,M,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,LVSPMR72B18L424B
ZNGPQL82A18L682I,Pasquale,Zangrande,1982-01-18,M,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,LTASLL76B17E783E
ZNGGRT83E25L682N,Greta,Zangrande,1983-05-25,F,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,LTAGTN75L21A345F
ZNGNSC79B10L682P,Nausicaa,Zangrande,1979-02-10,F,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,PVLTLL79L12D643X
ZNGFMN82E01L682A,Filomena,Zangrande,1982-05-01,F,VARESE,PVLSRN59H18L682J,ZNGVTR58A30A345X,LTAGPP76M02L424V
ZNGGRT78P10D223B,Greta,Zangrande,1978-09-10,F,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,PCCSDR77M15E463E
ZNGPCR77B14D223J,Pancrazio,Zangrande,1977-02-14,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,CRSFRZ71P09E463K
ZNGRLA74M12D223E,Aurelio,Zangrande,1974-08-12,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,CRSDRT74S03E463A
ZNGCML77B22D223A,Carmelo,Zangrande,1977-02-22,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,CRSMRT78L18E463S
ZNGVGL78M21D223E,Virgilio,Zangrande,1978-08-21,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,CRSRNO71P03L424O
ZNGFNC76S27D223T,Franco,Zangrande,1976-11-27,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,LTASFN76A26E783P
ZNGVTI78D24D223Y,Vito,Zangrande,1978-04-24,M,OSSOLA,LVSVDN52M25D223N,ZNGLRZ55S10A345V,SPRJSC71L31L424K
CRMGPP81M18E098Z,Giuseppe,Cremasco,1981-08-18,M,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,LTASNN77D10A345C
CRMMRA83A25E098B,Maria,Cremasco,1983-01-25,F,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,
CRMMLN82D15E098O,Milena,Cremasco,1982-04-15,F,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,CRMMDE81R04A859P
CRMSVS81R15E098F,Silvestro,Cremasco,1981-10-15,M,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,SPRMAI71E12D643O
CRMDND79L31E098C,Doranda,Cremasco,1979-07-31,F,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,CRSDNA78B05E463R
CRMFST79R22E098U,Fausto,Cremasco,1979-10-22,M,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,MNNMBR69R24D223K
CRMVRN79L31E098S,Valeriana,Cremasco,1979-07-31,F,GORIZIA,SMRSFO52S12E098N,CRMBRN62D26H294D,MNDNCL77E13A345C
CRMTTI79M20A859R,Tito,Cremasco,1979-08-20,M,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,MNNPRN69S22D223R
CRMMRN82L10A859P,Marino,Cremasco,1982-07-10,M,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,MNDMLN76E02A345Y
CRMRNT80D08A859E,Renata,Cremasco,1980-04-08,F,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,MNNGGI70H22D223I
CRMCCT79P25A859Z,Concetta,Cremasco,1979-09-25,F,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,LTAFNZ73S25E783B
CRMMDE81R04A859P,Emidio,Cremasco,1981-10-04,M,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,CRMMLN82D15E098O
CRMLRA83E06A859U,Laura,Cremasco,1983-05-06,F,BIELLA,MNNWNN44M05A859N,CRMNDR61M20H294O,SPRSND70H21L424N
CRSLNI70B03E463T,Ilenia,Crescenzo,1970-02-03,F,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,
CRSFPP71A11E463Z,Filippo,Crescenzo,1971-01-11,M,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,SPRFLV70P26D643B
CRSTVN69H06E463C,Ottaviano,Crescenzo,1969-06-06,M,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,PCCLTZ78P24E463V
CRSFRZ71P09E463K,Fabrizia,Crescenzo,1971-09-09,F,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,ZNGPCR77B14D223J
CRSGST69H19E463E,Egisto,Crescenzo,1969-06-19,M,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,PVLGDI83A17D643P
CRSSMN73E02E463N,Simone,Crescenzo,1973-05-02,M,LA SPEZIA,SPRPNI50E21E463Y,CRSCSS50L15H501N,MNDGLL74H09A345M
CRSLSE69T20L424D,Elisa,Crescenzo,1969-12-20,F,TRIESTE,MNDDNL52D03L424C,CRSPQN51C06H501S,LTATBO79B24H294U
CRSPMP76R02E463O,Pompeo,Crescenzo,1976-10-02,M,LA SPEZIA,LTANRC55T20E463E,CRSMLN50D22H501G,SMRGTA69A08A859L
CRSDRT74S03E463A,Dorotea,Crescenzo,1974-11-03,F,LA SPEZIA,LTANRC55T20E463E,CRSMLN50D22H501G,ZNGRLA74M12D223E
CRSDNA78B05E463R,Adone,Crescenzo,1978-02-05,M,LA SPEZIA,LTANRC55T20E463E,CRSMLN50D22H501G,CRMDND79L31E098C
CRSMRT78L18E463S,Ombretta,Crescenzo,1978-07-18,F,LA SPEZIA,LTANRC55T20E463E,CRSMLN50D22H501G,ZNGCML77B22D223A
CRSRSL69E28E098F,Rossella,Crescenzo,1969-05-28,F,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,MNDBTL79C01L682E
CRSSRA69C03E098Z,Sara,Crescenzo,1969-03-03,F,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,LTAFLC75P27E098I
CRSFMN72T01E098G,Flaminia,Crescenzo,1972-12-01,F,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,
CRSGTA71P26E098V,Agata,Crescenzo,1971-09-26,F,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,PVLGPP80P01E463W
CRSBSL70H21E098X,Basilio,Crescenzo,1970-06-21,M,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,TSSLSI69D27E098C
CRSSAI68T01E098B,Asia,Crescenzo,1968-12-01,F,GORIZIA,SMRVGL52P30E098E,CRSGRN51T19H501B,MNNCCL70S13E098J
CRSLRC81E31A757W,Alberico,Crescenzo,1981-05-31,M,BELLUNO,GTAPRI60B12A757W,CRSTTI50C04H501S,MNDPSC79C31L682K
CRSNRN83B18A757T,Nazarena,Crescenzo,1983-02-18,F,BELLUNO,GTAPRI60B12A757W,CRSTTI50C04H501S,
CRSLGU80P20A757O,Luigi,Crescenzo,1980-09-20,M,BELLUNO,GTAPRI60B12A757W,CRSTTI50C04H501S,TSSFTM69A03E098K
CRSSVG69C17E098S,Selvaggia,Crescenzo,1969-03-17,F,GORIZIA,SMRMRA50H28E098G,CRSGTN51E06H501V,SPRLND70T07D643Q
CRSGIA73E06D223Q,Iago,Crescenzo,1973-05-06,M,OSSOLA,LVSRCC53B06D223F,CRSGTN53A30H501E,CRSLNR73B24L424O
CRSMLL70L29D223S,Mirella,Crescenzo,1970-07-29,F,OSSOLA,LVSRCC53B06D223F,CRSGTN53A30H501E,
CRSCTN72T01D223J,Cateno,Crescenzo,1972-12-01,M,OSSOLA,LVSRCC53B06D223F,CRSGTN53A30H501E,LTALSI74L30L424L
CRSPRZ70H07L424I,Patrizia,Crescenzo,1970-06-07,F,TRIESTE,MNDPPN50D15L424E,CRSRND52T04H501C,LTASST74E21E783L
CRSRNO71P03L424O,Oriana,Crescenzo,1971-09-03,F,TRIESTE,MNDPPN50D15L424E,CRSRND52T04H501C,ZNGVGL78M21D223E
CRSRMN70B22L424H,Romana,Crescenzo,1970-02-22,F,TRIESTE,MNDPPN50D15L424E,CRSRND52T04H501C,PVLGRD83A05D643G
CRSLND70S06L424N,Iolanda,Crescenzo,1970-11-06,F,TRIESTE,MNDPPN50D15L424E,CRSRND52T04H501C,
