plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
YP033HN,Renault,Twingo,2023-06-06,2022-05-11,False,PRNNVE77T29I754L
KF488VF,Audi,A4,2024-12-10,2025-05-18,False,PRNMRT75D24I754C
XI579KD,Mazda,Mazda6,2023-06-27,2025-06-02,False,RSSLBR82A22F023G
GF400YC,Mercedes-Benz,Classe A,2024-08-05,2025-06-18,False,RSSPCC81D17F023Q
DO783XL,Fiat,500,2023-05-28,2025-07-20,False,RSSFRC79T11F023F
QF899HB,Jeep,Renegade,2024-04-23,2025-10-11,False,RSSMRZ83A11F023S
ZZ073ZS,Toyota,Land Cruiser,2024-08-08,2025-12-21,False,DLCSST79S01F704L
BO075AQ,Kia,Sorento,2024-07-01,2025-07-23,False,DLCPRZ81M15F704Y
LJ565UQ,Volvo,S60,2024-07-14,2025-09-27,False,DLCMNL80B17F704E
XB548CG,Mercedes-Benz,Classe C,2021-12-02,2025-12-05,False,DLCMMI83C02F704U
NI639VT,Peugeot,308,2022-09-29,2025-02-09,False,DLCRNI81L28F704O
QE546VS,Chevrolet,Camaro,2024-02-27,2024-01-17,False,DLCGLN83L08F704S
ZU061GB,Jeep,Renegade,2022-02-15,2025-05-17,False,PRNSDR74P15I754D
XM666ST,BMW,Serie 5,2024-04-04,2025-08-28,False,RSSLPA80A20F023M
FH434HW,Kia,Ceed,2023-12-11,2023-10-30,False,RSSSCR82T19F023U
UI114UX,Kia,Ceed,2021-09-17,2025-08-03,False,RSSCPI83M24F023N
EZ352BS,Nissan,Micra,2023-12-16,2025-05-11,False,FCRLCU85R10D223G
XP194MI,Honda,CR-V,2024-12-08,2025-02-25,False,FCRVDN84P30D223H
JG682UW,Kia,Ceed,2023-04-19,2025-09-03,False,FCRLDL84P18D223L
UR006LP,Subaru,Forester,2022-02-17,2025-09-23,False,FCRLND84D27D223T
ZE292WU,Jeep,Compass,2023-03-29,2025-12-15,False,FCRCLO86D10D223Q
VL318YU,Fiat,Punto,2021-04-06,2025-01-28,False,FCRRCE85C25D223G
XR184PP,Peugeot,208,2023-05-07,2025-06-21,False,FCRMME88L09D223W
CD837ZC,Volvo,XC90,2024-08-12,2025-01-12,False,GRVLRD06S11D223X
RH235YG,Fiat,500,2024-12-25,2025-01-17,False,GRVWTR05A03D223W
IP842MZ,Jeep,Compass,2024-02-10,2025-05-03,False,GRVFPP03E29D223O
MP863BZ,Volvo,S60,2022-07-08,2025-08-03,False,DRLDTT99R23A794Q
LJ822VW,Volvo,V90,2023-09-15,2022-09-08,False,CRMLSN04C28F052T
MA569DR,Fiat,Punto,2024-06-03,2024-06-14,False,FLCMRC06R19F023Z
VV617II,Peugeot,208,2023-04-24,2025-11-14,False,RSSVTR03H08F023P
TW491ML,Chevrolet,Silverado,2024-10-20,2025-04-03,False,RSSSVT04T06F023E
RL578KC,Fiat,Punto,2024-05-11,2022-04-07,False,MRSFPP05P26H294W
XA071LW,Volkswagen,Polo,2024-03-15,2024-01-05,False,MRSRCC06B01H294E
CK884RN,Volvo,V90,2023-02-21,2025-05-09,False,MRSSLV05T07H294B
AX538LX,Nissan,Qashqai,2024-01-11,2025-09-02,False,BRBVSS04L28L407F
VM710CP,Fiat,500,2021-12-07,2025-03-10,False,DRLNBL00L30A757W
OZ424LW,Mercedes-Benz,Classe A,2023-12-28,2025-03-13,False,DRLLRT99A01A757G
XU924IS,Ford,Focus,2024-04-28,2025-11-13,False,DRLLCN00C26A757P
UH282BP,Hyundai,Sonata,2023-04-02,2025-10-14,False,RSSLVR05C12F023E
WH110PY,Toyota,Corolla,2024-01-11,2025-09-20,False,RSSCRN04L02F023M
XV155KY,Renault,Twingo,2023-01-07,2025-07-03,False,RSSDND06L29F023J
QI825TE,Toyota,Land Cruiser,2022-04-29,2025-06-14,False,TRPMLE03M18L682F
BM293EE,Mercedes-Benz,Classe A,2024-07-28,2024-09-16,False,BRBGVF03B16B180Q
KG710YS,Mazda,Mazda6,2022-03-30,2025-01-21,False,BRBLRN06C27B180M
SE339XJ,Honda,CR-V,2021-10-13,2023-01-16,False,BRBSRN06B10B180X
ES490YM,Audi,A4,2024-05-13,2025-03-17,False,PRNMNZ06E03C351E
MA698LQ,Hyundai,Tucson,2023-09-24,2025-07-08,True,PRNCLD05M06C351Y
WV195JO,Peugeot,3008,2023-12-16,2025-01-21,False,DLCMRZ05C27F704Z
EC557VJ,Ford,Mustang,2022-08-23,2025-09-26,False,CRMNMO05T03L103A
IA853HA,Toyota,Yaris,2023-03-30,2025-04-27,False,CRMMRT03D09L103Z
XH965RE,Subaru,Forester,2024-04-05,2025-03-08,False,BRBMSM05P24G482X
RA326QL,Nissan,X-Trail,2024-08-31,2025-03-26,False,BRBRLL05R03G482U
CS177FI,Toyota,Land Cruiser,2023-06-05,2025-03-08,False,BRBMRT04T25G482O
FW272MZ,Mazda,CX-5,2024-12-11,2022-04-07,False,BRBNRO02S20G482U
AI073BT,Jeep,Renegade,2021-01-27,2025-05-02,False,RSGDNI03R10F158L
DU244EI,Ford,Mustang,2024-04-22,2023-01-22,False,RSGRMO03S26F158W
XD683KR,Volvo,V90,2023-03-22,2024-03-23,False,FLCFSC06H22H224Y
MD155HR,Mazda,CX-5,2022-05-13,2025-09-30,False,FLCSNL06H22H224C
HG539SQ,Audi,A3,2023-01-02,2025-10-14,False,PCNDNI04A26C351P
OZ986ZO,Mercedes-Benz,Classe C,2022-06-08,2025-12-13,False,GRVLHN03C08A859A
WL951GF,Peugeot,208,2023-10-30,2025-09-09,False,RSGLND06R09G273G
KG153ZH,Volkswagen,Polo,2024-07-07,2025-06-17,False,FCRLSU05M06C933I
RN824WM,Ford,Focus,2023-04-02,2025-08-29,False,DLCMLE05R29F704H
ZE661JU,Ford,Mustang,2024-11-19,2024-07-15,False,DLCVTR03P23F704S
FP844ZD,Subaru,Impreza,2024-09-27,2025-10-07,False,PRNGFR05D01L331G
CX487KM,Ford,Mustang,2023-07-13,2025-12-21,False,PRNJCP05M22L331R
YW000ZL,Volkswagen,Passat,2023-03-21,2023-07-31,False,TRPSRL05P20L682S
XF036VA,Renault,Mégane,2024-06-24,2024-05-25,False,CRMWNN04A07L103G
BU093XC,Jeep,Renegade,2022-05-10,2025-02-13,False,BRBMGN03A22G482T
GW586BN,Fiat,Panda,2022-03-24,2024-09-10,False,BRBFBN04L21G482W
WN445TC,Chevrolet,Silverado,2024-04-01,2025-11-14,False,BRBGRD06L16G482L
RB930BH,Peugeot,208,2024-02-22,2025-02-13,False,BRBLNE05M14G482K
WC464HT,Alfa Romeo,Giulietta,2024-06-07,2025-01-12,False,DLCPLA00L17G388B
DP428AF,Nissan,X-Trail,2023-09-28,2024-07-07,False,DLCVTR02D02G388A
CY646SW,Ford,Focus,2023-04-24,2025-06-20,False,DLCLRT99H04G388B
UX868OW,Mercedes-Benz,Classe C,2023-05-31,2025-09-17,False,PCNGTN06C08G702N
RT940KB,Kia,Rio,2023-04-24,2025-04-27,False,PCNMLD03T13G702U
PF646NO,BMW,Serie 5,2023-01-26,2025-04-09,False,PCNSLN06H06G702X
ZY856AZ,BMW,Serie 3,2023-10-28,2025-04-10,False,RSGGNT04H12B429R
TT414VI,Renault,Mégane,2024-12-20,2025-05-09,False,GRNNRC04A24E648E
YL469GN,Chevrolet,Malibu,2023-12-18,2025-10-24,False,GRNSLV06E23E648G
FQ112WY,Chevrolet,Camaro,2024-03-14,2025-08-11,False,GRNPMP06H23E648T
GF544OT,Toyota,Land Cruiser,2023-11-09,2025-02-26,False,CRMLLE06S10L103U
SA105XD,Renault,Twingo,2022-03-09,2025-10-21,False,CRMTDD06P11L103U
OX549TM,Chevrolet,Silverado,2021-10-17,2025-08-12,False,RSSCRI99R11E715A
VZ037KE,Jeep,Renegade,2023-02-10,2025-12-03,False,RSSCTL01C03E715K
TE624AA,Renault,Clio,2023-11-25,2025-10-09,False,BRCNZE06A01G999X
UK439RE,Mercedes-Benz,Classe E,2023-01-17,2025-10-30,False,BRCLCA06D14G999P
EE317NF,Mazda,Mazda3,2022-07-10,2025-06-15,False,PRNDRA04A25C342M
DU053XY,Jeep,Wrangler,2024-07-01,2025-11-10,False,PRNSML05D10C342Q
TT024UY,Jeep,Renegade,2021-03-26,2025-01-13,False,PRNMSM02S29C342C
AR822VT,BMW,Serie 3,2023-02-21,2025-11-21,False,RSSLRD03D03E202O
OS061QW,Kia,Ceed,2024-07-11,2024-06-24,False,RSSJCP03M05E202M
SU990FT,Volvo,V90,2024-09-03,2025-05-22,False,PRNLDA99D17I754W
AZ510MN,Alfa Romeo,Giulietta,2024-02-20,2025-11-21,False,PRNMTT99T28I754H
DH101LC,Chevrolet,Camaro,2024-02-04,2025-12-24,False,PRNGAI99L29I754V
QY399OD,Honda,Civic,2024-06-23,2025-01-04,False,FLCNZE06M06B832H
CF555QX,BMW,Serie 5,2024-05-22,2023-02-14,False,FLCSDR06R06B832Z
JH699JI,BMW,Serie 3,2021-10-04,2025-02-24,False,FLCDNL05P02B832B
MN235AT,Ford,Focus,2023-12-19,2025-10-29,False,FLCGNZ06E24B832F
ID091UE,Subaru,Outback,2024-06-16,2024-04-14,False,GRNSLV05D25D150C
MG502JC,Fiat,500,2024-04-29,2025-11-12,False,DRLRNI05L27L750G
EC218DZ,Volvo,XC90,2024-12-10,2025-03-03,False,DRLMLN03D15L750M
KB221FN,Honda,Accord,2023-01-11,2025-04-11,False,RSGVNN99L20B429J
GD763VV,Renault,Twingo,2024-12-27,2023-10-05,False,RSGGNE00D29B429F
DN389ZD,Nissan,Micra,2023-11-02,2025-05-11,False,FCRPRI06E23B157Y
RS073FB,Hyundai,Elantra,2023-11-21,2025-01-31,False,CRSSIA04M09F704Q
GI135OS,Fiat,Punto,2024-10-06,2024-04-10,False,CRSVTR05T03F704O
OJ950GX,Renault,Mégane,2024-03-13,2025-11-15,False,RVLCPI06D07I754M
TX076ZB,Volvo,S60,2024-05-26,2025-07-08,False,RVLGLM04T20I754M
VF387CK,Nissan,X-Trail,2024-02-14,2025-07-18,False,CRSGRN06E17F704W
LJ264GB,Peugeot,308,2024-04-27,2025-05-07,False,CRSRNR05P19F704U
QB819BN,BMW,Serie 3,2024-03-31,2025-06-15,False,CRSNNZ03R23F704O
ID242AC,Hyundai,Sonata,2024-05-05,2025-09-06,False,CRSNTA06C24F704L
PJ623UT,Volvo,S60,2024-03-09,2022-08-02,False,FCRLRZ03M09D223X
TD977BW,Chevrolet,Malibu,2024-12-02,2025-07-20,False,FCRPRN03R01D223K
HO361NQ,Audi,Q5,2023-07-27,2025-01-17,False,GRVFLV06C17D223P
AT579RL,Hyundai,Elantra,2024-03-08,2025-08-26,False,GRVLCN06R08D223S
GY154LN,Volvo,XC90,2024-05-04,2024-08-20,False,CRMLLN05L23F052Z
IL380SE,Kia,Sorento,2023-10-21,2025-06-08,False,CRMTST05R07F052H
XY615LD,Peugeot,208,2021-01-12,2025-08-10,False,CRMRSM04P19F052X
LO073JJ,Hyundai,Elantra,2022-04-12,2025-06-29,False,CRMRLN06D11F052B
QC098BJ,Volkswagen,Golf,2022-09-29,2025-02-09,False,PRNFLR06B14B429M
FF862VS,Subaru,Forester,2024-12-16,2025-06-08,False,PRNFRC04H17B429Y
CY716AF,Volkswagen,Polo,2024-02-01,2025-05-02,False,PRNGRZ03B26B429D
DH428SP,Peugeot,3008,2024-07-15,2022-07-17,False,MRSVTI06B15F257N
EI199DX,Renault,Clio,2024-04-20,2025-03-04,False,MRSTSC05S20F257D
WM627AR,Mercedes-Benz,Classe E,2023-11-29,2025-01-21,False,GRNFBN04P20A326B
RH739EO,Subaru,Outback,2024-03-05,2024-10-13,False,CRMNRC04A16G942R
OV858HB,Honda,Civic,2022-12-12,2023-03-15,False,CRMLBR05B03G942N
MN148WQ,Fiat,500,2023-05-31,2025-02-03,False,CRMPLL06D06G942F
PU195JE,Jeep,Compass,2024-03-30,2025-02-09,False,CRMNSC03L30G942L
IQ268RZ,Chevrolet,Malibu,2023-06-24,2025-12-06,True,RSSDLR06H04A390I
YA257MF,Hyundai,Sonata,2023-11-30,2025-07-27,False,GRGSVG45A10L500T
LW000TF,Fiat,500,2024-06-09,2025-06-04,True,GDNLSN45B25E715I
WL537LX,Kia,Sorento,2024-10-22,2025-04-09,False,CRLGLL47D06L483Q
BB075HR,Peugeot,208,2024-03-07,2025-03-07,False,LFNDLE48E03C352O
VG934BI,Volkswagen,Polo,2023-09-22,2025-03-12,False,PLCGTA45P12G713P
ZM391QQ,Peugeot,3008,2022-07-27,2025-07-24,False,LGHPLA44H13A462A
RB766YX,Peugeot,208,2024-04-18,2025-08-23,False,FLTMRA48C08L736P
CI364VQ,Hyundai,Sonata,2023-11-09,2022-10-11,False,PSRMRN44L23B354G
HW452HE,Chevrolet,Silverado,2024-08-29,2025-07-22,False,CCTSVN47T03B354R
SM070DL,Renault,Mégane,2022-05-25,2025-01-26,False,SRFLNI44M17L407L
PM445SZ,Subaru,Impreza,2022-07-01,2025-07-17,False,LBIFTM48R26D223K
LW436HL,Audi,A4,2023-04-13,2025-02-11,False,LGRRCC47T23E648T
BQ024GN,Hyundai,Elantra,2024-08-10,2025-01-13,False,PNRCLR46H10A271P
NP879QZ,Toyota,Land Cruiser,2024-11-16,2025-07-16,False,FZZRLN44A06D223L
OK022TT,Mercedes-Benz,Classe C,2024-11-15,2025-12-14,False,MMLVNT48P03A479C
KF055KU,Fiat,500,2024-03-31,2025-12-20,False,BRCDLC47C13E715R
YG669VF,Subaru,Forester,2023-07-09,2024-09-07,False,RBBGTT51M20B963O
QE175FI,Volvo,XC90,2023-05-03,2025-02-26,False,FRNDTL53C18L736J
CD557AG,Honda,Civic,2023-10-11,2025-01-08,False,VSCPRI52E24E472U
OT600ZK,Fiat,Punto,2023-11-07,2025-10-15,False,TRBBRN56E15D704U
GN607OR,Chevrolet,Malibu,2022-07-01,2023-10-22,False,SLBCLD45M28I754U
IO540GU,Nissan,X-Trail,2023-07-22,2025-11-11,False,BLSMDE44P16H620Z
KW202XT,Jeep,Compass,2022-12-02,2025-07-30,False,MSCLEO48M04A271B
RC165WQ,Alfa Romeo,Giulia,2023-03-24,2023-09-07,False,NTNMCL44E02D223B
RB132PQ,Renault,Mégane,2023-10-20,2025-12-04,False,RGGDCC66M01D223R
BR141JZ,Nissan,X-Trail,2024-06-11,2025-09-29,False,RGGDNC67C07D223L
EW110UZ,Mercedes-Benz,Classe C,2023-01-30,2025-11-14,False,RGGRTT68M21D223J
EF476DM,Fiat,500,2024-05-01,2025-10-14,False,RGGFBL64B07D223U
YV588MX,Mazda,CX-5,2023-01-03,2025-11-03,False,RGGLGU68D04D223B
AO851IM,Mercedes-Benz,Classe A,2024-03-29,2025-10-19,True,RGGRNT64R23D223I
TF442WL,Mazda,CX-5,2021-05-15,2025-07-30,False,FNTNLC65M18E783X
ML477BQ,Volvo,XC90,2022-08-01,2025-02-10,False,FNTGRG66C08E783L
ZY713EZ,Volkswagen,Passat,2023-11-07,2025-08-27,False,FNTCST67A24E783N
OZ724SP,Peugeot,3008,2024-05-17,2025-05-30,False,FNTNLT66A14E783O
NB560FE,Mazda,CX-5,2023-11-05,2025-04-22,False,GGLCPI64P16L750G
EL666EX,Volkswagen,Polo,2024-08-10,2025-03-08,False,GGLFRZ64E02L750A
QE852HQ,Renault,Clio,2024-01-15,2025-02-25,False,GGLVLI64S30L750X
OK862WW,Mazda,Mazda3,2024-01-13,2025-07-29,False,GGLGCH64E29L750Y
SR496GF,Hyundai,Elantra,2023-03-24,2025-09-15,False,GDNMNI67A26E715X
QH243UW,Toyota,Yaris,2023-11-18,2025-08-03,False,GDNSCN64R30E715K
IG040WZ,BMW,Serie 5,2022-04-09,2025-08-18,False,GDNDLZ65A24E715H
FL463UA,Volvo,S60,2024-07-10,2025-08-25,False,GDNNNA65S18E715C
RI031MX,Kia,Sorento,2023-02-08,2025-05-11,False,GDNMNN66E02E715X
JF647UD,Subaru,Forester,2024-02-26,2024-08-22,False,GDNRRG65T27E715B
FF547CP,Honda,CR-V,2024-11-09,2025-08-03,False,GDNCST65P30E715D
HP946SJ,Ford,Fiesta,2022-03-11,2024-03-23,False,LFNRNT68C23C352L
NK635ZV,Subaru,Forester,2023-05-26,2025-05-08,False,LFNMDA64A19C352F
IF060OV,Jeep,Renegade,2023-08-17,2025-01-13,False,MFFGTN69P05D086G
RY694ZO,Chevrolet,Malibu,2022-12-17,2025-12-02,False,MFFLRA73M04D086Z
BF437WD,BMW,Serie 5,2023-05-10,2023-06-08,False,MFFLNS73M26D086L
LW752HC,Toyota,Land Cruiser,2024-02-04,2025-06-22,False,MFFRZO69P13D086W
UI451KA,Mazda,Mazda3,2023-07-28,2025-04-29,False,MFFLRN71M23D086K
IM074TC,Kia,Ceed,2023-06-22,2025-09-21,False,MFFGDE70S29D086C
EI162AX,Renault,Twingo,2024-05-17,2025-12-05,False,MFFLLE72S09D086E
LE571IM,Mazda,Mazda3,2023-03-30,2025-12-08,False,MFFSRI73D24D086F
XG801CC,Renault,Twingo,2023-11-30,2025-06-09,False,MNTLNE64B26L331H
NI495EL,Audi,A3,2024-06-13,2024-10-24,False,MNTCMN65H13L331O
KG862NX,Renault,Mégane,2024-11-27,2024-11-22,False,MNTSLV67S21L331P
CI143PK,Jeep,Compass,2023-04-19,2025-01-22,False,MNTLCA65D25L331U
FN805JN,Volvo,V90,2024-11-15,2024-01-19,False,MNTMSM67B09L331P
RV323DV,BMW,X5,2023-12-14,2025-10-17,False,MNTGLM66L31L331M
PX415TK,Mazda,CX-5,2024-07-21,2025-08-02,False,MNTGTN66C19L331R
VL902AZ,Fiat,Panda,2024-07-13,2022-05-17,False,FRNDLE67H23D810D
EB261CS,Chevrolet,Silverado,2024-07-30,2024-03-30,False,LGHRFL67E23A462Y
NZ627GY,Mazda,CX-5,2023-07-02,2022-12-14,False,LGHRRA68P05A462H
YZ066KM,Jeep,Renegade,2022-08-27,2025-06-12,False,LGHMTA64L15A462G
OG767XS,Volvo,V90,2024-02-20,2025-09-20,False,LGHSRA68C25A462M
QK263GS,Ford,Fiesta,2024-03-13,2025-05-11,False,LGHTMS67S25A462V
VW698LH,Alfa Romeo,Giulietta,2023-08-20,2025-02-13,False,LGHTLL68H24A462C
DA449WE,Nissan,Micra,2024-03-19,2025-05-23,False,LGHPCR68P28A462B
VA168OP,Volvo,XC90,2023-04-28,2025-05-19,False,FLTSML70L11L736X
RX661EG,Fiat,Panda,2024-11-07,2025-11-21,False,FLTCLL70P28L736M
SA510RH,Hyundai,Elantra,2024-06-04,2022-11-11,False,FLTRHL73A11L736V
WR402CA,Alfa Romeo,Giulia,2021-09-24,2025-05-19,False,FLTPTR73A20L736Y
MH752UD,Kia,Sorento,2024-01-13,2022-02-26,False,FLTRMN69A06L736Q
DO286FM,Hyundai,Elantra,2022-03-27,2025-05-12,False,PSRRNO67R10B354E
WR174WV,Kia,Sorento,2023-02-24,2024-08-12,False,CCTRST68D17I452O
AL656SS,BMW,Serie 5,2024-12-27,2025-01-25,False,MRNTSC66H06D612J
FP529ZJ,Jeep,Renegade,2023-06-28,2024-06-25,False,MRNMAI68E26D612T
WY673NE,Volkswagen,Golf,2023-06-13,2024-05-23,False,MRNBND64M24D612V
VX486LF,Renault,Twingo,2024-07-02,2025-04-16,False,MRNZOE67R12D612Z
LI615PB,BMW,X5,2023-08-22,2025-12-22,False,MRNCSG65T09D612Y
LN563PS,Jeep,Wrangler,2024-06-15,2025-04-04,False,MRNPTR66E29D612W
CM719KQ,Chevrolet,Silverado,2024-06-12,2025-05-29,False,MSLCLN70A05E472L
II461ER,Jeep,Renegade,2024-03-12,2025-12-24,False,CRLGIA65C05A669B
EP511CK,Honda,Accord,2023-05-06,2025-03-15,False,CRLMRN64M30A669M
TY537XH,Jeep,Renegade,2024-05-28,2025-04-28,False,CRLNMO66C20A669M
VL593PZ,Mercedes-Benz,Classe C,2023-07-17,2025-11-09,False,TRBDLA77R29E098W
AL505GU,Chevrolet,Camaro,2023-08-30,2025-01-11,False,TRBLGU77L11E098J
KB582JC,BMW,Serie 3,2024-03-25,2025-03-28,False,TRBSNL76P19E098F
ZI962TM,Fiat,500,2024-09-04,2025-09-03,True,TRBLSS76M11E098R
LL238IF,BMW,Serie 3,2023-11-19,2025-04-12,False,TRBRND77P02E098G
MQ119NZ,BMW,Serie 3,2021-04-26,2025-05-01,False,TRBLVR77C18E098V
PU222WP,Audi,Q5,2023-06-04,2025-09-04,False,SLBSNN66R11L331V
BO216MN,Toyota,Yaris,2021-01-14,2024-10-23,False,SLBLND68S03L331Q
JP428NM,Nissan,X-Trail,2023-12-06,2025-10-06,False,SLBRCC68D26L331L
TB408PB,Mercedes-Benz,Classe C,2023-04-29,2024-07-06,False,SLBNVE67P27L331L
VF102TP,Jeep,Renegade,2024-05-09,2025-11-28,False,SLBDRN67R16L331K
RB361WK,Kia,Sportage,2023-04-11,2025-12-24,False,BLSCSG63T24L407T
BB130QI,Peugeot,208,2024-06-13,2025-09-14,False,GRDLLD65P12D223Z
BZ395YF,Kia,Sportage,2024-09-14,2022-01-14,False,GRDLCI66M26D223G
MP552QY,Audi,A3,2024-02-15,2025-07-30,False,GRDPCC67H12D223T
RE661LA,Mazda,Mazda3,2023-03-14,2025-01-31,True,FCCRCC63S24A794Q
OW917ID,Volvo,XC90,2023-12-21,2025-11-11,False,FCCZRA64L04A794Q
TL836MB,Volkswagen,Polo,2024-11-29,2024-09-11,False,MRCMRN74S19C632X
OF042WB,Nissan,Micra,2022-01-12,2025-07-25,False,MRCMLD76B05C632Q
WM842VC,Kia,Rio,2023-04-12,2025-06-18,False,MRCGZN77H06C632H
SE842RX,Volkswagen,Passat,2023-01-08,2024-10-23,False,MRCNGL77R03C632N
YQ573ZL,Hyundai,Sonata,2021-09-21,2025-02-22,False,MRCGNI74P21C632V
NR095TE,Jeep,Wrangler,2023-10-05,2025-09-02,False,MRCRSR78M21C632A
TS865TG,Volkswagen,Polo,2023-08-25,2025-10-13,False,MSCGRT65T25L500S
WR071CM,Nissan,X-Trail,2023-10-27,2025-01-03,False,MSCGGI66L19L500M
PH763FU,Renault,Clio,2024-06-25,2025-05-07,False,MSCFDR67S20L500C
IZ695PP,Kia,Sportage,2023-09-29,2025-09-03,False,MSCLLD68R15L500Z
NK662SG,Chevrolet,Malibu,2023-08-18,2025-08-06,False,MSCRHL64A21L500D
JN619AD,Hyundai,Elantra,2023-04-12,2025-02-25,False,NTNFNC65L11D223Y
NX563EN,Peugeot,3008,2023-04-20,2024-11-02,False,NTNGRM66H24D223V
DH385VQ,Audi,A4,2023-06-20,2025-05-09,False,NTNFST67B07D223V
ED545SJ,Hyundai,Sonata,2024-01-29,2025-09-28,False,NTNPSC66C03D223I
TE384LC,Volvo,S60,2024-11-02,2025-03-13,False,NTNLNE65R20D223M
FZ126GG,Subaru,Impreza,2024-07-21,2025-12-10,False,NTNRNL67H13D223P
YG345XU,Toyota,Land Cruiser,2023-08-01,2025-01-07,False,NTNMMM63T28D223P
CA315JM,Mazda,Mazda3,2024-10-14,2024-06-14,False,NTNLVI67E18D223A
ZB974RY,Nissan,X-Trail,2024-12-16,2025-10-08,False,TFFGNT65T19H224A
XW457FF,Volkswagen,Passat,2024-12-13,2025-03-12,False,TFFSLV66S04H224K
GT754ZS,Toyota,Yaris,2024-10-24,2025-12-18,False,TFFLSE67B06H224P
AD275JK,Honda,Accord,2024-07-18,2025-02-08,False,TFFJSC65P02H224C
LQ069RL,Honda,CR-V,2024-11-13,2025-09-24,False,TFFRZR64T14H224Z
UT847CK,Fiat,Panda,2022-04-01,2025-10-29,False,MNTGLD85S09L331G
LD706JV,Honda,Accord,2021-06-23,2025-05-09,False,MNTLDE88H21L331E
ND878SG,Honda,Civic,2024-08-15,2025-09-20,False,MNTRNT88L08L331Q
ER116DN,Jeep,Compass,2023-10-28,2025-07-09,False,MNTRCC84C17L331G
ZI770QV,Alfa Romeo,Giulia,2024-10-14,2025-07-10,False,MNTTLL85T17L331A
FU863KI,Honda,Accord,2023-03-04,2025-02-10,False,MNTDLE85R25L331U
XM983IR,Kia,Ceed,2024-09-28,2025-07-22,False,TRBLNZ95C29E098S
GI951AK,Honda,Accord,2022-07-12,2025-10-26,False,TRBDRN96E23E098D
PR270MM,Honda,CR-V,2023-09-28,2025-09-15,False,CCTDBR87M08B745J
HT805RI,Honda,Civic,2023-09-19,2025-05-30,False,CCTNSC86B25B745T
KH250JB,Chevrolet,Malibu,2023-05-27,2025-06-21,False,CCTGNT87E13B745O
EN821IW,Toyota,Corolla,2023-03-26,2025-08-26,False,LFNGTR86M19A285B
QS856JZ,Ford,Focus,2024-12-20,2025-03-17,False,LFNCNZ85A25A285M
AI281VZ,Kia,Ceed,2023-01-01,2025-11-29,False,LFNVNI85D18A285Z
SZ026VA,Ford,Mustang,2023-10-29,2024-08-19,False,MSCMTA85P01L500P
UL150QH,Volkswagen,Polo,2022-11-29,2025-12-25,False,MSCRGR85A11L500L
CY206TQ,Hyundai,Tucson,2022-08-05,2025-06-14,False,NTNMNZ86B05D205T
WN913ZE,Fiat,500,2024-01-09,2025-06-28,False,NTNCSG86P12D205E
OI408YK,Jeep,Wrangler,2024-11-23,2025-04-14,False,CRLMTT85M09A669U
OD123VP,Fiat,Punto,2024-08-14,2025-11-20,False,CRLTTV88R24A669M
FY244HT,Jeep,Compass,2022-06-01,2025-06-13,False,CRLPLG84D25A669I
HL080RQ,BMW,Serie 5,2024-11-19,2025-05-06,False,CRLFDL85D10A669U
LX335JK,Nissan,Micra,2024-07-06,2025-01-12,False,FLTTLI93M09G224Y
XY498YH,Jeep,Wrangler,2023-05-07,2025-06-30,False,LGHDBR86T15A462Q
EN836GF,Peugeot,208,2023-05-10,2025-11-22,False,LGHLGU85T05A462O
NR408JL,Subaru,Outback,2022-06-12,2023-02-20,False,GDNDLN89S08G999S
DG149FZ,BMW,X5,2024-03-21,2025-03-18,False,GDNFBA89P04G999K
QQ194PM,Kia,Ceed,2024-11-06,2025-11-17,False,GDNLNE91L06G999P
EB193YX,Nissan,Qashqai,2023-11-28,2023-10-03,False,GDNMRO93H08G999H
LO493CO,Fiat,500,2023-06-03,2024-08-04,False,SLBMHL85S09L331L
WR312LV,Jeep,Renegade,2024-03-01,2025-04-14,False,MFFMMM91R22B180V
ZP607GQ,Toyota,Yaris,2024-08-01,2025-12-13,False,MFFLHN91R10B180P
TT495ID,Volvo,V90,2023-09-27,2025-09-09,False,MFFMRN91M12B180V
MN207AV,Toyota,Land Cruiser,2024-02-04,2022-03-26,False,MFFBDT90L03B180B
ZJ257FF,Toyota,Land Cruiser,2024-09-24,2025-01-14,False,MFFRND88T09B180S
IQ921RU,Alfa Romeo,Giulietta,2024-08-21,2025-04-25,False,FLTGRL91H15M082M
GB189ND,Honda,CR-V,2024-04-22,2025-09-12,False,GRDGTN93H08D223T
FL582UA,BMW,X5,2024-10-16,2025-07-06,False,GRDFDR89D05D223D
MA351XF,Nissan,Micra,2023-02-19,2025-01-27,False,GRDLRI89P29D223H
FJ860BF,Mazda,Mazda6,2023-03-29,2025-05-31,False,GRDCSN88S17D223K
FS305OH,Renault,Clio,2022-11-08,2025-02-18,False,GRDFLV90T21D223T
ZV422TE,Alfa Romeo,Giulia,2023-07-18,2025-01-01,False,LFNMRN91B19C352V
RQ738MM,Alfa Romeo,Giulietta,2021-03-08,2024-02-19,False,TRBCRL97D13E098Y
JE536CS,Volkswagen,Polo,2024-11-26,2025-04-20,False,TRBGDL98C23E098B
PI105QY,Chevrolet,Silverado,2023-11-24,2025-08-02,False,TRBGLM96C17E098G
UZ045JJ,Peugeot,3008,2022-07-07,2024-01-13,False,TRBTDD95A03E098X
TV855TI,Honda,Accord,2024-05-13,2025-05-22,False,MFFMDA89A21E506O
