cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
DLLRND94H02E506L,Rolando,Della Chiesa,1994-06-02,M,LECCE,PADOVA,DLLTVN76R24E506I,STFVNN76H11B429Q,BTTFLR95R19L781V
ZMPFSC92R26H620A,Fosca,Zampella,1992-10-26,F,ROVIGO,ROVIGO,ZMPSMN73D25H620Y,CCLRSL66C22D643J,CCHMLE92H23G713U
ZMPDRO91A24H620S,Doria,Zampella,1991-01-24,F,ROVIGO,VENEZIA,ZMPSMN73D25H620Y,CCLRSL66C22D643J,QGLWTR96C26L117R
ZMPCMN91B15H620C,Carmine,Zampella,1991-02-15,M,ROVIGO,ANDRIA,ZMPSMN73D25H620Y,CCLRSL66C22D643J,BZZNTS02A02A669O
ZMPLRZ91E05H620V,Lucrezio,Zampella,1991-05-05,M,ROVIGO,TARANTO,ZMPSMN73D25H620Y,CCLRSL66C22D643J,DLLWND86H03F839I
ZMPMLD90R13H620P,Mafalda,Zampella,1990-10-13,F,ROVIGO,ROVIGO,ZMPSMN73D25H620Y,CCLRSL66C22D643J,DLLFRC95M06A662S
BTTFLR95R19L781V,Flora,Battisti,1995-10-19,F,VERONA,PADOVA,BTTSRG76A28L736A,CCLRSR67A18D643Z,DLLRND94H02E506L
BTTBBR98E08L781O,Barbara,Battisti,1998-05-08,F,VERONA,VICENZA,BTTSRG76A28L736A,CCLRSR67A18D643Z,DLLTMS99B22A669A
BTTLNE97E30L781P,Leone,Battisti,1997-05-30,M,VERONA,BENEVENTO,BTTSRG76A28L736A,CCLRSR67A18D643Z,MRCLNE93D16A783Y
BTTGLR95B09L781N,Gloria,Battisti,1995-02-09,F,VERONA,VERONA,BTTSRG76A28L736A,CCLRSR67A18D643Z,CPRCLL98R16E506A
BTTGTR96D25L781Z,Geltrude,Battisti,1996-04-25,F,VERONA,PESCARA,BTTSRG76A28L736A,CCLRSR67A18D643Z,LTACST00E24H223V
MPLFNZ99S07H703V,Fiorenza,Mapelli,1999-11-07,F,SALERNO,SALERNO,MPLNEE80M07A669D,LTADRN74B24C351Q,TSCCRN00R04A182N
MPLRND01T24H703F,Orlando,Mapelli,2001-12-24,M,SALERNO,RAVENNA,MPLNEE80M07A669D,LTADRN74B24C351Q,LTALNZ95R14A952Z
MPLMRZ99P09H703L,Maurizia,Mapelli,1999-09-09,F,SALERNO,CHIETI,MPLNEE80M07A669D,LTADRN74B24C351Q,BTTFBN98L02I726B
MPLNLT99P17H703Z,Nicoletta,Mapelli,1999-09-17,F,SALERNO,SALERNO,MPLNEE80M07A669D,LTADRN74B24C351Q,SLRDRN97L23C351G
ZMPGTR01D08A757M,Gualtiero,Zampella,2001-04-08,M,BELLUNO,CAGLIARI,ZMPPRM73P22H620Y,TSCLEA80T08D542E,LTADLA98R17B354E
ZMPPRD01E07A757B,Paride,Zampella,2001-05-07,M,BELLUNO,ALESSANDRIA,ZMPPRM73P22H620Y,TSCLEA80T08D542E,DLLCLO97D16A859I
ZMPGIO00P14A757A,Gioia,Zampella,2000-09-14,F,BELLUNO,BELLUNO,ZMPPRM73P22H620Y,TSCLEA80T08D542E,
ZMPBDT01P14A757P,Benedetto,Zampella,2001-09-14,M,BELLUNO,PRATO,ZMPPRM73P22H620Y,TSCLEA80T08D542E,SGGZOE94D14G999Q
ZMPBRN01L07A757S,Bruno,Zampella,2001-07-07,M,BELLUNO,FORLI,ZMPPRM73P22H620Y,TSCLEA80T08D542E,GLRNRN99L29A089Z
LBRDZN93T08C351T,Domiziana,Libertini,1993-12-08,F,CATANIA,RAGUSA,LBRPMP77C16C351Q,LTADTT76S01A952W,GLRCPI99A12B429N
LBRRNI96C06C351P,Rina,Libertini,1996-03-06,F,CATANIA,CATANIA,LBRPMP77C16C351Q,LTADTT76S01A952W,QGLMTN93S29L736E
LBRGLD97R23C351H,Gildo,Libertini,1997-10-23,M,CATANIA,PESARO,LBRPMP77C16C351Q,LTADTT76S01A952W,TSCDND99A01D542P
LBRGUO96S02C351D,Ugo,Libertini,1996-11-02,M,CATANIA,SALERNO,LBRPMP77C16C351Q,LTADTT76S01A952W,SGGPNI98T14H703E
LBRTZN95C21C351L,Tiziana,Libertini,1995-03-21,F,CATANIA,RAGUSA,LBRPMP77C16C351Q,LTADTT76S01A952W,RBCPTR01E16H294N
DLLVTT97R18A662C,Vanetta,Della Chiesa,1997-10-18,F,BARI,BARI,DLLPLL68M24A509I,LTARSN75T15A952R,
DLLFRC95M06A662S,Federico,Della Chiesa,1995-08-06,M,BARI,ROVIGO,DLLPLL68M24A509I,LTARSN75T15A952R,ZMPMLD90R13H620P
DLLLMO96C06A662I,Olmo,Della Chiesa,1996-03-06,M,BARI,PALERMO,DLLPLL68M24A509I,LTARSN75T15A952R,LBRLIA97A23G273C
DLLDBR98R22A662I,Adalberto,Della Chiesa,1998-10-22,M,BARI,CALTANISSETTA,DLLPLL68M24A509I,LTARSN75T15A952R,GLRNSC99E15B429R
DLLFBL96D30A662Y,Fabiola,Della Chiesa,1996-04-30,F,BARI,BARLETTA,DLLVGN67A23A509H,LTAMRT75E09A952Q,GTTGRM90A13D548N
DLLCDD94A07A662Z,Candida,Della Chiesa,1994-01-07,F,BARI,BARI,DLLVGN67A23A509H,LTAMRT75E09A952Q,QGLSLV98S14L117J
DLLVSS94B23A662D,Vanessa,Della Chiesa,1994-02-23,F,BARI,FOGGIA,DLLVGN67A23A509H,LTAMRT75E09A952Q,STFFTN00L06B429Z
DLLCLO97D16A859I,Cloe,Della Chiesa,1997-04-16,F,BIELLA,ALESSANDRIA,DLLCLL77C22A859Q,LTARSO75B18A952K,ZMPPRD01E07A757B
DLLYNN94M06A859A,Yvonne,Della Chiesa,1994-08-06,F,BIELLA,BIELLA,DLLCLL77C22A859Q,LTARSO75B18A952K,STFMNL97A01B429T
DLLSST95D28A859O,Sebastiana,Della Chiesa,1995-04-28,F,BIELLA,BIELLA,DLLCLL77C22A859Q,LTARSO75B18A952K,BZZLNS01A31A669P
MPLNNI02C24G337A,Nino,Mapelli,2002-03-24,M,PARMA,BOLZANO,MPLLRD81C07D548K,LTASFN74S12H223Y,LTASDR96B04A952D
MPLRMR02D19G337Y,Rosamaria,Mapelli,2002-04-19,F,PARMA,PARMA,MPLLRD81C07D548K,LTASFN74S12H223Y,MRCCGR93L21A783G
GTTMRT95B16A509H,Umberto,Guttadauro,1995-02-16,M,AVELLINO,BARI,GTTTTO69P01A783Y,LTALSS76R13H223V,DLLFCT94S20A662N
GTTLRA94S21A509K,Laura,Guttadauro,1994-11-21,F,AVELLINO,AVELLINO,GTTTTO69P01A783Y,LTALSS76R13H223V,CCHFCN00D23E783W
GTTSLV97C08A509V,Salvo,Guttadauro,1997-03-08,M,AVELLINO,SIRACUSA,GTTTTO69P01A783Y,LTALSS76R13H223V,STFCDD98C30B429X
SLRMSS97M23A944G,Melissa,Saler,1997-08-23,F,BOLOGNA,VENEZIA,SLRVSC64H22L483O,LTACLL78P28B354I,MRCDLM87B03A479Z
LBRCRN94L11E202C,Caterino,Libertini,1994-07-11,M,GROSSETO,TERNI,LBRLDL74A25E783L,LTAVCN77T24B354E,QGLNRC96T02L117K
LBRLDN96A15E202W,Loredana,Libertini,1996-01-15,F,GROSSETO,GROSSETO,LBRLDL74A25E783L,LTAVCN77T24B354E,GLRGNT01D11B429S
LBRLCA94H17E202Z,Alice,Libertini,1994-06-17,F,GROSSETO,GROSSETO,LBRLDL74A25E783L,LTAVCN77T24B354E,
STFLCD99D09L483A,Alcide,Stefanè,1999-04-09,M,UDINE,TORINO,STFLSS78C05G888Y,TSCTEA80A26D122I,MRCVCN00R22L750Z
GTTRSO02C05G482K,Rosa,Guttadauro,2002-03-05,F,PESCARA,PESCARA,GTTLBN71E02A783G,TSCRMI80H28D122R,STFNNE96A06B429B
GTTVVN99T09G482D,Viviana,Guttadauro,1999-12-09,F,PESCARA,PESCARA,GTTLBN71E02A783G,TSCRMI80H28D122R,QGLRLF98B23L736W
GTTVDN01D13G482E,Verdiana,Guttadauro,2001-04-13,F,PESCARA,PESCARA,GTTLBN71E02A783G,TSCRMI80H28D122R,MRCVTR88H07A479I
QGLPMP14M05F839R,Pompea,Quaglia,2014-08-05,F,NAPOLI,NAPOLI,GTTTEA91E21F839B,QGLPQN96D05A952Y,
BZZGNZ21H17B429R,Ignazio,Bozzoli,2021-06-17,M,CALTANISSETTA,CALTANISSETTA,STFMLN96H01B429U,BZZMSM01D16F839B,
BZZLRT22P30B429D,Alberta,Bozzoli,2022-09-30,F,CALTANISSETTA,CALTANISSETTA,STFMLN96H01B429U,BZZMSM01D16F839B,
CPRGLL20M01F158X,Galileo,Caporaloni,2020-08-01,M,MESSINA,MESSINA,GLRLDI98T31C351Q,CPRPIO96M10E506Z,
CPRGST20R24F158O,Giusto,Caporaloni,2020-10-24,M,MESSINA,MESSINA,GLRLDI98T31C351Q,CPRPIO96M10E506Z,
DLLLNS21S08G702G,Alfonso,Della Chiesa,2021-11-08,M,PISA,PISA,TSCJSC01R17I726A,DLLSVS97A25A662I,
DLLCVN21D21G702M,Calvino,Della Chiesa,2021-04-21,M,PISA,PISA,TSCJSC01R17I726A,DLLSVS97A25A662I,
DLLCLL14C07A952S,Achille,Della Chiesa,2014-03-07,M,BOLZANO,BOLZANO,STFVNC88T03A952K,DLLLRT94B19A662D,
STFPLT17R26H224H,Ippolito,Stefanè,2017-10-26,M,REGGIO DI CALABRIA,REGGIO DI CALABRIA,LBRMRA96H28A271G,STFGLI94M21D704G,
STFMCL15S22H224P,Marcella,Stefanè,2015-11-22,F,REGGIO DI CALABRIA,REGGIO DI CALABRIA,LBRMRA96H28A271G,STFGLI94M21D704G,
LTAMRT20E17G888R,Umberta,Alioto,2020-05-17,F,PORDENONE,PORDENONE,STFSRN94H11G888W,LTACLD99C11H223M,
STFRMN17E26L736P,Ramona,Stefanè,2017-05-26,F,VENEZIA,VENEZIA,QGLDRO98R08L736N,STFCCL97R31D704A,
LTARMN19A03G482N,Romano,Alioto,2019-01-03,M,PESCARA,PESCARA,BTTGTR96D25L781Z,LTACST00E24H223V,
LTALNE20S12G482G,Leone,Alioto,2020-11-12,M,PESCARA,PESCARA,BTTGTR96D25L781Z,LTACST00E24H223V,
BZZCSR19M11L328Q,Cesira,Bozzoli,2019-08-11,F,TRANI,TRANI,DLLFNC95E01A662G,BZZFTN99A18A669R,
ZMPCLN22C10A479E,Carolina,Zampella,2022-03-10,F,ASTI,ASTI,BZZRGR01A13A669U,ZMPTBO01T22L407B,
ZMPNTS22P03A479H,Anastasia,Zampella,2022-09-03,F,ASTI,ASTI,BZZRGR01A13A669U,ZMPTBO01T22L407B,
BZZMRN20A03L500P,Marino,Bozzoli,2020-01-03,M,URBINO,URBINO,LTALVC94T24B354P,BZZNGL00L18A669Y,
BZZSST19D15L500W,Sisto,Bozzoli,2019-04-15,M,URBINO,URBINO,LTALVC94T24B354P,BZZNGL00L18A669Y,
BZZMGN22M31A859F,Morgana,Bozzoli,2022-08-31,F,BIELLA,BIELLA,DLLSST95D28A859O,BZZLNS01A31A669P,
BZZBLD22M19A859S,Ubaldo,Bozzoli,2022-08-19,M,BIELLA,BIELLA,DLLSST95D28A859O,BZZLNS01A31A669P,
BTTDGS20P13C632G,Adalgisa,Battisti,2020-09-13,F,CHIETI,CHIETI,MPLMRZ99P09H703L,BTTFBN98L02I726B,
BTTNNA22H07L331Y,Anna,Battisti,2022-06-07,F,TRAPANI,TRAPANI,TSCGDL02E12I726R,BTTTCR96S19E202T,
BTTLND22L20L331Y,Olindo,Battisti,2022-07-20,M,TRAPANI,TRAPANI,TSCGDL02E12I726R,BTTTCR96S19E202T,
TSCGRN20P24A944N,Guarino,Toscanesi,2020-09-24,M,BOLOGNA,BOLOGNA,MRCLGR92C24G535B,TSCDLZ99E29L117E,
TSCGBB19R15A944F,Giacobbe,Toscanesi,2019-10-15,M,BOLOGNA,BOLOGNA,MRCLGR92C24G535B,TSCDLZ99E29L117E,
DLLCSR22C10H703U,Cesare,Della Chiesa,2022-03-10,M,SALERNO,SALERNO,SGGMNL01S20H703U,DLLLND98E05I480D,
DLLLRA21E27H703C,Lara,Della Chiesa,2021-05-27,F,SALERNO,SALERNO,SGGMNL01S20H703U,DLLLND98E05I480D,
DLLFDL21S23G337B,Fedele,Della Chiesa,2021-11-23,M,PARMA,PARMA,MPLMRT01H05A944M,DLLGRM97E26I480Y,
STFVGN17D16F023I,Virginio,Stefanè,2017-04-16,M,MASSA,MASSA,BZZCNN96D28I726Y,STFLVI91D14A952N,
STFPRD16P06E506W,Paride,Stefanè,2016-09-06,M,LECCE,LECCE,CCLSTR95S12D643D,STFCMN91L03A952L,
STFRNN13S28E506G,Ermanna,Stefanè,2013-11-28,F,LECCE,LECCE,CCLSTR95S12D643D,STFCMN91L03A952L,
STFYND09M20G113G,Yolanda,Stefanè,2009-08-20,F,ORISTANO,ORISTANO,MRCCST88D18A479I,STFDNC89P17A952T,
TSCNRN22B13G702K,Nazarena,Toscanesi,2022-02-13,F,PISA,PISA,CTADZN95A19F023Y,TSCSVN02E05I726P,
TSCGLN21S29G702Z,Giuliano,Toscanesi,2021-11-29,M,PISA,PISA,CTADZN95A19F023Y,TSCSVN02E05I726P,
STFMLN16S25A859V,Milena,Stefanè,2016-11-25,F,BIELLA,BIELLA,DLLYNN94M06A859A,STFMNL97A01B429T,
STFDLF22B02L736K,Adolfo,Stefanè,2022-02-02,M,VENEZIA,VENEZIA,LTAMCL01L05H223O,STFGBB98L25B429C,
STFNFR21A06L736Z,Onofrio,Stefanè,2021-01-06,M,VENEZIA,VENEZIA,LTAMCL01L05H223O,STFGBB98L25B429C,
STFNZE17L10A509B,Enzo,Stefanè,2017-07-10,M,AVELLINO,AVELLINO,DLLRBN90B01A509D,STFGLI96L08L424N,
STFMLT14A30A509S,Amleto,Stefanè,2014-01-30,M,AVELLINO,AVELLINO,DLLRBN90B01A509D,STFGLI96L08L424N,
STFLRZ20T04G482O,Lucrezio,Stefanè,2020-12-04,M,PESCARA,PESCARA,GTTRSO02C05G482K,STFNNE96A06B429B,
STFMCL21C18G482B,Marcella,Stefanè,2021-03-18,F,PESCARA,PESCARA,GTTRSO02C05G482K,STFNNE96A06B429B,
SGGMSS17P10F839F,Melissa,Saggino,2017-09-10,F,NAPOLI,NAPOLI,GTTLRC92S22F839D,SGGLVI94A28G999K,
SGGLRI18R09F839P,Ilaria,Saggino,2018-10-09,F,NAPOLI,NAPOLI,GTTLRC92S22F839D,SGGLVI94A28G999K,
RBCGTR20T03B429G,Geltrude,Robecchi,2020-12-03,F,CALTANISSETTA,CALTANISSETTA,STFRMN02L13B429K,RBCLSN01C30H294N,
QGLNCN18L30E098S,Innocenzo,Quaglia,2018-07-30,M,GORIZIA,GORIZIA,STFMLN94T21L424P,QGLGTV98S07L117O,
TSCBTL20E27H703X,Bartolomeo,Toscanesi,2020-05-27,M,SALERNO,SALERNO,MPLFNZ99S07H703V,TSCCRN00R04A182N,
TSCVSS19R07H703X,Vanessa,Toscanesi,2019-10-07,F,SALERNO,SALERNO,MPLFNZ99S07H703V,TSCCRN00R04A182N,
MPLLRT21E20L750X,Alberto,Mapelli,2021-05-20,M,VERCELLI,VERCELLI,MRCMCL96E29L750F,MPLMNI02S02A757G,
LBRVTR18L17G702T,Veturia,Libertini,2018-07-17,F,PISA,PISA,BTTMME95B06I726U,LBRDLZ96M08A462Z,
LBRMSM16T04L378S,Massima,Libertini,2016-12-04,F,TRENTO,TRENTO,STFRMN91B25A952E,LBRPIO98R31A462R,
LBRMHL16L19E281Y,Michela,Libertini,2016-07-19,F,IGLESIAS,IGLESIAS,LTAWNN97R16B354X,LBRBRN98P17A462B,
LBRCLL14C31E281H,Achille,Libertini,2014-03-31,M,IGLESIAS,IGLESIAS,LTAWNN97R16B354X,LBRBRN98P17A462B,
QGLVGN17C29C351K,Virginia,Quaglia,2017-03-29,F,CATANIA,CATANIA,LBRRNI96C06C351P,QGLMTN93S29L736E,
QGLBNT14C10C351D,Benito,Quaglia,2014-03-10,M,CATANIA,CATANIA,LBRRNI96C06C351P,QGLMTN93S29L736E,
QGLTLL21T01F257Y,Otello,Quaglia,2021-12-01,M,MODENA,MODENA,MPLDVG02C20D548C,QGLNEE95H10L736D,
STFDLM20E27D643V,Adelmo,Stefanè,2020-05-27,M,FOGGIA,FOGGIA,DLLVSS94B23A662D,STFFTN00L06B429Z,
STFVTR20P09L781F,Vittoria,Stefanè,2020-09-09,F,VERONA,VERONA,BTTGRT98S08L736Q,STFFNN99R20B429A,
DLLLCU20T28L331P,Luca,Della Chiesa,2020-12-28,M,TRAPANI,TRAPANI,STFNLT01S21B429Z,DLLRRT99D28A669K,
LTALSN14D14L378V,Alessandra,Alioto,2014-04-14,F,TRENTO,TRENTO,STFLRI92P25A952N,LTADNA97D21L378Y,
LTAFMN21C01G702V,Filomena,Alioto,2021-03-01,F,PISA,PISA,TSCCLD01S16I726O,LTARRG95E24L378P,
MRCLRZ21L26G337O,Lucrezia,Muraca,2021-07-26,F,PARMA,PARMA,MPLRMR02D19G337Y,MRCCGR93L21A783G,
BTTLLE22D11D086Q,Lelio,Battisti,2022-04-11,M,COSENZA,COSENZA,TSCMRA02P30D086Q,BTTWTR97T07L736J,
BTTDNI22D23H282I,Dino,Battisti,2022-04-23,M,RIETI,RIETI,CCHMLN01M09E783A,BTTFTN96A08L736C,
BTTNCN21L30H282Z,Innocenzo,Battisti,2021-07-30,M,RIETI,RIETI,CCHMLN01M09E783A,BTTFTN96A08L736C,
SGGGDI21L21G713T,Giada,Saggino,2021-07-21,F,PISTOIA,PISTOIA,QGLCSM96B09L117P,SGGBRM01R12B963B,
SGGCNN21B17G713T,Corinna,Saggino,2021-02-17,F,PISTOIA,PISTOIA,QGLCSM96B09L117P,SGGBRM01R12B963B,
SGGNRO21A23B429N,Nora,Saggino,2021-01-23,F,CALTANISSETTA,CALTANISSETTA,STFWLM96P21B429R,SGGNDR01S14B963Z,
LTAMRG17L09G273D,Amerigo,Alioto,2017-07-09,M,PALERMO,PALERMO,SLRVNA98D02C351X,LTALVR97P20B354O,
LTARMN17A30G273F,Ramona,Alioto,2017-01-30,F,PALERMO,PALERMO,SLRVNA98D02C351X,LTALVR97P20B354O,
MRCBSL21C23H294K,Basilio,Muraca,2021-03-23,M,RIMINI,RIMINI,LTAPIA02H16H223L,MRCCML99D17A859P,
MRCNTS22H03H294Q,Anastasia,Muraca,2022-06-03,F,RIMINI,RIMINI,LTAPIA02H16H223L,MRCCML99D17A859P,
BTTMDA21B05G888T,Amedeo,Battisti,2021-02-05,M,PORDENONE,PORDENONE,STFBRN01P21G888V,BTTRNT98B20G713W,
BTTVEA21P29G888R,Eva,Battisti,2021-09-29,F,PORDENONE,PORDENONE,STFBRN01P21G888V,BTTRNT98B20G713W,
MRCGDN19P23L117M,Giordano,Muraca,2019-09-23,M,TERNI,TERNI,QGLMSM96M01L117W,MRCMRK00A28A859I,
MRCPLN19M27L117R,Paolina,Muraca,2019-08-27,F,TERNI,TERNI,QGLMSM96M01L117W,MRCMRK00A28A859I,
LTAGRZ21R09H224R,Grazia,Alioto,2021-10-09,F,REGGIO DI CALABRIA,REGGIO DI CALABRIA,BTTCTL02E28D086Q,LTARNT99P28F979G,
GTTGLD14T27F023J,Gilda,Guttadauro,2014-12-27,F,MASSA,MASSA,CTADRT94H04F023R,GTTGND93A28F839P,
GTTSLN15L12F023J,Selena,Guttadauro,2015-07-12,F,MASSA,MASSA,CTADRT94H04F023R,GTTGND93A28F839P,
LBRMRO20S13A944C,Omar,Libertini,2020-11-13,M,BOLOGNA,BOLOGNA,STFMGH99D03G888S,LBRSRG95P14L500F,
LBRCLL19M21A944P,Camilla,Libertini,2019-08-21,F,BOLOGNA,BOLOGNA,STFMGH99D03G888S,LBRSRG95P14L500F,
BZZRNT20A19C342U,Renato,Bozzoli,2020-01-19,M,ENNA,ENNA,LTADAA95P23C351C,BZZLDA99A18A669D,
GLRBRN20L18G535Q,Bruna,Aglieri,2020-07-18,F,PIACENZA,PIACENZA,MRCYND91P27G535K,GLRLCA98T23C351M,
GLRCLL19S07G535U,Catello,Aglieri,2019-11-07,M,PIACENZA,PIACENZA,MRCYND91P27G535K,GLRLCA98T23C351M,
SGGSST22M18C351L,Sebastiana,Saggino,2022-08-18,F,CATANIA,CATANIA,GLRGNN01M11C351E,SGGGLL84R03F839K,
CCHVDN12E05H620K,Veridiana,Occhipinti,2012-05-05,F,ROVIGO,ROVIGO,ZMPFSC92R26H620A,CCHMLE92H23G713U,
CCHFRS17D19L500M,Eufrasia,Occhipinti,2017-04-19,F,URBINO,URBINO,LBRRSL94S07L500C,CCHRNR92R23G713T,
SGGLVI14E23L500F,Livio,Saggino,2014-05-23,M,URBINO,URBINO,LBRGPP97A10L500P,SGGGLM84C28F839W,
MRCCRN21S04G482O,Caterina,Muraca,2021-11-04,F,PESCARA,PESCARA,GTTVDN01D13G482E,MRCVTR88H07A479I,
MRCNTS17M12L736G,Anastasio,Muraca,2017-08-12,M,VENEZIA,VENEZIA,SLRMSS97M23A944G,MRCDLM87B03A479Z,
MRCMRC16S14L736G,America,Muraca,2016-11-14,F,VENEZIA,VENEZIA,SLRMSS97M23A944G,MRCDLM87B03A479Z,
GLRGTN20P23H163A,Gaetana,Aglieri,2020-09-23,F,RAGUSA,RAGUSA,LBRDZN93T08C351T,GLRCPI99A12B429N,
GLRNDR22S01E202A,Andrea,Aglieri,2022-11-01,M,GROSSETO,GROSSETO,LBRLDN96A15E202W,GLRGNT01D11B429S,
QGLMRN16A17A662W,Mirena,Quaglia,2016-01-17,F,BARI,BARI,DLLCDD94A07A662Z,QGLSLV98S14L117J,
LBRDNL18B18E202L,Daniela,Libertini,2018-02-18,F,GROSSETO,GROSSETO,BTTRST95P03I726D,LBRDNA95D24G713H,
TSCLRI21S21C342Y,Ilario,Toscanesi,2021-11-21,M,ENNA,ENNA,GLRLNE02D14A089P,TSCDVD02C17D086C,
TSCTCR21S27B354H,Tancredi,Toscanesi,2021-11-27,M,CAGLIARI,CAGLIARI,LTAMTN95D10B354Q,TSCGDU01B02D086A,
SLRGLL19S20H703D,Guglielmo,Saler,2019-11-20,M,SALERNO,SALERNO,MPLNLT99P17H703Z,SLRDRN97L23C351G,
SLRMRN20L08H703T,Mariano,Saler,2020-07-08,M,SALERNO,SALERNO,MPLNLT99P17H703Z,SLRDRN97L23C351G,
STFBRM20L06H703Q,Abramo,Stefanè,2020-07-06,M,SALERNO,SALERNO,SGGSRA99D30H703B,STFBTL96R03B429P,
LTAFNN15S02B354C,Fernando,Alioto,2015-11-02,M,CAGLIARI,CAGLIARI,LTAMSM96R25B354C,LTACST94L03A952U,
LTAPTR15B19B354P,Pietro,Alioto,2015-02-19,M,CAGLIARI,CAGLIARI,LTAMSM96R25B354C,LTACST94L03A952U,
LTALND20E23L328Q,Lando,Alioto,2020-05-23,M,TRANI,TRANI,DLLCLL99T01A669V,LTAGTR98A16A952I,
LTASNL19D28D810E,Serenella,Alioto,2019-04-28,F,FROSINONE,FROSINONE,TSCVTT99C26L117Q,LTALND98A26A952G,
LTACMB19P16D810T,Colomba,Alioto,2019-09-16,F,FROSINONE,FROSINONE,TSCVTT99C26L117Q,LTALND98A26A952G,
CCHRTT20B23F979M,Rosetta,Occhipinti,2020-02-23,F,NUORO,NUORO,LTAGDI00E13F979N,CCHLRT99M17E783I,
CCHTLI20E20F979W,Italo,Occhipinti,2020-05-20,M,NUORO,NUORO,LTAGDI00E13F979N,CCHLRT99M17E783I,
CCHLRT19H09A509N,Albertino,Occhipinti,2019-06-09,M,AVELLINO,AVELLINO,GTTLRA94S21A509K,CCHFCN00D23E783W,
CCHFBN20D30A509O,Fabiano,Occhipinti,2020-04-30,M,AVELLINO,AVELLINO,GTTLRA94S21A509K,CCHFCN00D23E783W,
CCLMCR18E30G713T,Amilcare,Accolli,2018-05-30,M,PISTOIA,PISTOIA,LBRLSS95S07G713K,CCLCDD96S07D643E,
MPLMDL22R16H199F,Maddalena,Mapelli,2022-10-16,F,RAVENNA,RAVENNA,LTALNZ95R14A952Z,MPLRND01T24H703F,
ZMPCLL21E08B354H,Clelia,Zampella,2021-05-08,F,CAGLIARI,CAGLIARI,LTADLA98R17B354E,ZMPGTR01D08A757M,
LBRLSN19C06G479R,Alessandra,Libertini,2019-03-06,F,PESARO,PESARO,TSCDND99A01D542P,LBRGLD97R23C351H,
ZMPPPN22H20A182F,Peppina,Zampella,2022-06-20,F,ALESSANDRIA,ALESSANDRIA,DLLCLO97D16A859I,ZMPPRD01E07A757B,
ZMPGZZ21S30A182X,Galeazzo,Zampella,2021-11-30,M,ALESSANDRIA,ALESSANDRIA,DLLCLO97D16A859I,ZMPPRD01E07A757B,
ZMPRGN22B18D704J,Regina,Zampella,2022-02-18,F,FORLI,FORLI,GLRNRN99L29A089Z,ZMPBRN01L07A757S,
DLLRNN16A21G273C,Arianna,Della Chiesa,2016-01-21,F,PALERMO,PALERMO,LBRLIA97A23G273C,DLLLMO96C06A662I,
DLLCTN16T31G273V,Costantino,Della Chiesa,2016-12-31,M,PALERMO,PALERMO,LBRLIA97A23G273C,DLLLMO96C06A662I,
GTTGNN17D15I754Y,Giovanna,Guttadauro,2017-04-15,F,SIRACUSA,SIRACUSA,STFCDD98C30B429X,GTTSLV97C08A509V,
LBRMRG14S03L117N,Ambrogia,Libertini,2014-11-03,F,TERNI,TERNI,QGLNRC96T02L117K,LBRCRN94L11E202C,
LBRLBN16H05L117Y,Albino,Libertini,2016-06-05,M,TERNI,TERNI,QGLNRC96T02L117K,LBRCRN94L11E202C,
ZCCDMN34C24E098U,Damiano,Zuccarino,1934-03-24,M,GORIZIA,GORIZIA,,,MNTSLN43R21L424D
MRMCLN38P05G713E,Carolina,Maremonti,1938-09-05,F,PISTOIA,FROSINONE,,,CSSBNT36T19G999Z
FRMMMM34R10D612F,Mimmo,Formati,1934-10-10,M,FIRENZE,LUCCA,,,FRDFLV44E10D612L
VNDRMI37H01F979C,Irma,Avondo,1937-06-01,F,NUORO,NUORO,,,LBNGBB43P20G113M
GLBGFR35R17G482Y,Goffredo,Giulebbi,1935-10-17,M,PESCARA,L'AQUILA,,,GRMPMR36S17G482P
GRMMLA36P19L840J,Amelia,Gremigni,1936-09-19,F,VICENZA,VERONA,,,GLNCPI37C15L840X
PNZGLL36M09B157F,Galileo,Punzi,1936-08-09,M,BRESCIA,BRESCIA,,,ZGRNBL20B28B157G
BRTGRN38M19E202X,Guarino,Bertulli,1938-08-19,M,GROSSETO,VITERBO,,,BVCRTI14H07F023O
CLLZOE36A29B519D,Zoe,Cellamara,1936-01-29,F,CAMPOBASSO,SALERNO,,,SMBLND37C09B519E
MRTMRA35B09A509G,Maria,Marotta,1935-02-09,F,AVELLINO,CASERTA,,,RFFLRG28S30A509K
CVLRSN34C12L750Y,Rossana,Cavallari,1934-03-12,F,VERCELLI,VERCELLI,,,VSPLHN26R07D205Z
PTTLRT37B11B354H,Liberato,Pattuelli,1937-02-11,M,CAGLIARI,CAGLIARI,,,PRCPLM43H30I452M
CRBLCI38E17F979M,Licia,Cerbone,1938-05-17,F,NUORO,NUORO,,,CPABND37S27F979O
CVTDNI35T16L407U,Dino,Civitella,1935-12-16,M,TREVISO,VERONA,,,CNGSAI34T30H163F
PNZGLL36P29L378N,Galileo,Panzera,1936-09-29,M,TRENTO,GORIZIA,,,GMESNO23E07L378K
LIOMRG36M27A089Z,Ambrogia,Lio,1936-08-27,F,AGRIGENTO,AGRIGENTO,,,RLTLCL42B17F158O
RCTYLO38S15D643G,Yole,Ricatto,1938-11-15,F,FOGGIA,FOGGIA,,,MRNLLL36E30A662D
