school,cf
Università di VARESE,TRPSRL05P20L682S
Università di VARESE,LSCLRZ89R20L682T
Università di VARESE,FLLPNG94C15L682W
Università di VARESE,FLLDVD98L13L682U
Università di VARESE,CRSCLD89H15L682L
Università di VARESE,CRSLRC90D01L682S
Università di VARESE,FCCPLG06B24L682Y
Università di VARESE,FCCSVG04H17L682D
Università di VARESE,BRPVTR02H22L682I
Scuola Superiore di L'AQUILA,TRLNZE07M27A345O
Scuola Superiore di L'AQUILA,TRLRFL07B17A345W
Scuola Superiore di L'AQUILA,TRLGDE08R11A345Q
Scuola Superiore di L'AQUILA,TRLSNT07A28A345Q
Scuola Superiore di L'AQUILA,CCCMME08L23A345O
Scuola Superiore di L'AQUILA,PRSCST09M27A345G
Scuola Superiore di L'AQUILA,PRSGRN09M15A345V
Scuola Superiore di L'AQUILA,MSSRLN09R09A345P
Scuola Superiore di L'AQUILA,MSSDNI09R25A345G
Scuola Superiore di L'AQUILA,MSSCLL09T18A345D
Scuola Superiore di L'AQUILA,MSSDNC10M26A345C
Scuola Superiore di L'AQUILA,MSSGRT09D28A345N
Scuola Superiore di L'AQUILA,PRTTEA08R24A345K
Scuola Superiore di L'AQUILA,PRTDLU07L24A345E
Scuola Superiore di L'AQUILA,PRTRRT08H18A345S
Scuola Superiore di L'AQUILA,PRTMRN08M24A345Z
Scuola Superiore di POTENZA,TRLSML08L14G942L
Scuola Superiore di POTENZA,TRLSMN09H02G942W
Scuola Superiore di POTENZA,TRLLVO09C18G942L
Scuola Superiore di POTENZA,TRLLMP08S18G942A
Scuola Superiore di POTENZA,TRLPRD10D18G942U
Scuola Superiore di POTENZA,TRLMLI10D04G942H
Scuola Superiore di POTENZA,CRMGNE07L14G942Y
Università di ISERNIA,NSICNL00M21E335I
Università di ISERNIA,PLNNDR02L05E335O
Università di ISERNIA,CRRRLN01C22E335B
Università di ISERNIA,DFRLCI01A24E335H
Università di ISERNIA,DFRMLD02B12E335X
Università di ISERNIA,DFRFLV02B16E335S
Università di ISERNIA,DFRGTV01D02E335Y
Università di ISERNIA,LSGVNI99M09E335A
Università di ISERNIA,CCCGDE02P27E335D
Università di ISERNIA,GLLTTR94P06E335U
Scuola Superiore di BIELLA,BNGDNA07C30A859J
Scuola Superiore di BIELLA,BNGMRC06T01A859M
Scuola Superiore di BIELLA,NTNCSG09A18A859Z
Scuola Superiore di BIELLA,NTNVTR10S10A859O
Scuola Superiore di BIELLA,NTNGVF10E24A859P
Scuola Superiore di BIELLA,MGNGZZ09B03A859E
Scuola Superiore di BIELLA,MGNFNC10A21A859P
Scuola Superiore di BIELLA,MGNLRD08S17A859U
Scuola Superiore di BIELLA,RBNGIO10E02A859X
Scuola Superiore di BIELLA,RBNPQL09R27A859N
Scuola Superiore di BIELLA,RBNPRL09R07A859N
Scuola Superiore di BIELLA,PCRDNC09M17A859Z
Scuola Superiore di BIELLA,PCRCLR10S09A859K
Scuola Superiore di BIELLA,PCRLVO10S07A859S
Scuola Superiore di BIELLA,PCRMRZ10E28A859D
Scuola Superiore di BIELLA,RNILNE08T27A859G
Scuola Superiore di BIELLA,RNIRNR09D03A859H
Scuola Superiore di BIELLA,RNISRA10S08A859M
Scuola Superiore di BIELLA,RNICRI09T18A859R
Scuola Superiore di BIELLA,RNILDL10M30A859G
Scuola Media di BARLETTA,MTTMRA13C20A669U
Scuola Media di BARLETTA,MTTRGR12A24A669A
Scuola Media di BARLETTA,MTTLFA10S26A669Q
Scuola Media di BARLETTA,BRTLNZ12C15A669U
Scuola Media di BARLETTA,BRTPTR11C28A669Q
Scuola Media di BARLETTA,BRTVNC12A02A669U
Università di COMO,MGASMN01C06C933Z
Università di COMO,MGALRT00P20C933Z
Università di COMO,MGALEO99S20C933H
Università di COMO,PLNLBN00D20C933Y
Università di COMO,PLNLRT00P04C933O
Università di COMO,PLNRZR98T02C933Q
Università di COMO,FCRLNE04C06C933M
Università di COMO,FCRLSU05M06C933I
Università di COMO,LSGLEO05E16C933F
Università di COMO,LSGCSR04L06C933V
Università di ASCOLI PICENO,MSAMLE06P24A462U
Università di ASCOLI PICENO,CRRGLN99A01A462A
Università di ASCOLI PICENO,CRMGTN95T18A462X
Università di ASCOLI PICENO,CRMGTR95M10A462N
Università di ASCOLI PICENO,CRMDMN96P25A462J
Università di CAGLIARI,CBLLRD00H02B354Z
Università di CAGLIARI,CBLMSC01A22B354Q
Università di CAGLIARI,PJULRN96A24B354R
Università di CAGLIARI,PJUPLN97H22B354E
Università di CAGLIARI,CHRSRI03D01B354J
Università di CAGLIARI,CHRRLN02S18B354H
Università di CAGLIARI,CHRMCL06C01B354E
Università di CAGLIARI,PJULCU97P15B354B
Università di CAGLIARI,PJURND97M18B354A
Università di CAGLIARI,BVNLSE00C26B354J
Università di CAGLIARI,BVNGLI02C19B354H
Università di CAGLIARI,BRBRML02L09B354J
Università di CAGLIARI,BRBSST01P12B354V
Università di CAGLIARI,BRBRCR99E26B354E
Università di CAGLIARI,CNTLRT00T19B354Z
Università di CAGLIARI,CNTGUO99D29B354U
Università di CAGLIARI,FRRNGL93T06B354W
Università di CAGLIARI,FRRNCN97L13B354B
Università di CAGLIARI,CRMNGL04R17B354C
Università di CAGLIARI,CRMCTL03T24B354O
Università di CAGLIARI,CRMGDU06C17B354V
Scuola Media di NUORO,FVAMCL13E13F979H
Scuola Media di NUORO,FVAPRZ11D14F979Z
Scuola Media di NUORO,FVAGLR13D07F979N
Scuola Media di NUORO,FVAGLN11H13F979I
Scuola Media di NUORO,PRTDLB11M29F979I
Scuola Media di NUORO,SCRLNE11H15F979N
Scuola Media di NUORO,SCRMNI12P14F979B
Università di MATERA,TRLNCL05S18F052O
Università di MATERA,TRLBNR05D15F052M
Università di MATERA,TRLRMN04S09F052H
Università di MATERA,TRLFBN05H28F052J
Università di MATERA,TRMGLE03E27F052H
Università di MATERA,TRMGLN05D22F052E
Università di MATERA,CRMLLN05L23F052Z
Università di MATERA,CRMRLN06D11F052B
Università di MATERA,SRKGLD92E17F052G
Università di MATERA,SRKMRN93P14F052N
Università di MATERA,BVNDTT96M13F052Q
Università di MATERA,BVNMNO94E09F052C
Università di MATERA,BVNFLV94E11F052S
Università di MATERA,ZMPRCC05E29F052M
Università di MATERA,ZMPPNI06C13F052N
Università di MATERA,BLDGBR99D15F052E
Università di MATERA,BLDZNE02B16F052Y
Scuola Superiore di BARLETTA,MTTGGI10M05A669X
Scuola Superiore di BARLETTA,MTTJSC10E29A669S
Scuola Superiore di BARLETTA,MTTFDN10R02A669B
Scuola Superiore di BARLETTA,MTTRRT09T23A669O
Scuola Superiore di BARLETTA,ZMPRSO06T30A669S
Scuola Superiore di REGGIO DI CALABRIA,NSIGNS07P30H224J
Scuola Superiore di REGGIO DI CALABRIA,MFFCST08S27H224C
Scuola Superiore di REGGIO DI CALABRIA,MFFLND10R03H224E
Scuola Superiore di REGGIO DI CALABRIA,MFFLRI09P02H224A
Scuola Superiore di REGGIO DI CALABRIA,MFFFDR09L02H224D
Università di IGLESIAS,CBLNTL03E02E281F
Università di IGLESIAS,CBLMSC06L29E281J
Università di IGLESIAS,CBLBGI06A10E281J
Università di IGLESIAS,CBLDRO06B25E281W
Università di IGLESIAS,CBLSVN04D25E281R
Università di IGLESIAS,PRTDCC97H13E281K
Università di IGLESIAS,PRTDTR95L21E281N
Università di IGLESIAS,LSGFNC01T20E281W
Università di IGLESIAS,LSGVTR01C27E281C
Università di IGLESIAS,LSGVCN01R30E281D
Università di IGLESIAS,BNLPNG99T23E281Y
Università di IGLESIAS,BNLRNT01A31E281S
Università di IGLESIAS,BNLVNA02E19E281F
Università di IGLESIAS,BNLNEE02R25E281I
Università di IGLESIAS,PRTGRL06M10E281Z
Università di IGLESIAS,PRTRNN06C06E281Y
Università di IGLESIAS,PRTLNE03D15E281H
Università di IGLESIAS,FRRPRZ96C17E281X
Scuola Media di REGGIO DI CALABRIA,BLDSMN13P23H224B
Scuola Media di REGGIO DI CALABRIA,BLDSTN12M15H224Q
Scuola Media di REGGIO DI CALABRIA,CPRLRD11B17H224O
Scuola Media di REGGIO DI CALABRIA,CPRGLD10S29H224V
Scuola Media di REGGIO DI CALABRIA,CPRVTI11E23H224J
Scuola Media di REGGIO DI CALABRIA,CPRGTT12A05H224C
Scuola Media di REGGIO DI CALABRIA,CPRLSU13B09H224O
Scuola Superiore di SAVONA,SLMMRO10L18I480V
Scuola Superiore di SAVONA,SLMLVI10L14I480G
Scuola Superiore di SAVONA,SLMRSO10E21I480R
Scuola Superiore di SAVONA,SLMGLL10L24I480Z
Scuola Superiore di SONDRIO,TSNPCC08T05I829E
Scuola Superiore di SONDRIO,TSNRNR09M23I829L
Scuola Superiore di SONDRIO,TSNMRM09L05I829F
Scuola Superiore di SONDRIO,TSNRSO10R12I829D
Scuola Superiore di SONDRIO,TGLPRN07E31I829A
Scuola Superiore di SONDRIO,TGLMTT08C19I829Z
Scuola Superiore di SONDRIO,GRNLVN08C23I829D
Scuola Superiore di SONDRIO,CTNGTN07R12I829T
Scuola Superiore di SONDRIO,CTNGNR08P08I829M
Scuola Superiore di SONDRIO,CTNNDR08D28I829M
Scuola Superiore di SONDRIO,CTNRNN08B15I829L
Università di LECCO,TSNDBR00P29E507D
Università di LECCO,TSNGTR00H20E507O
Università di LECCO,TSNFPP00P27E507C
Università di LECCO,TSNGLR99C03E507Z
Università di LECCO,TSNCSM00R10E507T
Università di LECCO,TSNDFN99E31E507B
Università di LECCO,TSNCRN03L07E507E
Università di LECCO,TSNLDE03R22E507X
Università di LECCO,RMAGZN02P24E507K
Università di LECCO,RMATZN01D24E507A
Università di LECCO,RMALNS01M10E507W
Università di LECCO,RMABNT99R13E507L
Università di LECCO,PDNSDR00C16E507U
Università di LECCO,PDNGLL04D12E507V
Università di LECCO,PDNRLF99D15E507H
Università di LECCO,PDNLND99P13E507F
Università di LECCO,PDNMNI99A28E507W
Università di LECCO,PDNMRZ00M23E507D
Università di LECCO,SMNLNI89D23E507F
Università di LECCO,MNTFTN03C05E507D
Università di LECCO,FRNPQL95L23E507Z
Università di LECCO,FRNCTN93T20E507Y
Università di LECCO,FRNBBR94M05E507C
Università di LECCO,FRNVLR94C15E507O
Università di LECCO,FRNLRT94D03E507F
Università di LECCO,FRNGDN96C27E507F
Università di PRATO,DLLMLI99A23G999N
Università di PRATO,LDBPLT00A20G999D
Università di PRATO,LDBMRN02D10G999F
Università di PRATO,BRCNNZ05E02G999B
Università di PRATO,BRCNZE06A01G999X
Università di PRATO,BRCLCA06D14G999P
Università di PRATO,PLMMRN04A31G999B
Università di PRATO,PLMDRA03E17G999B
Università di PRATO,PLMRKE03C20G999U
Università di PRATO,PLMFLV03L27G999Q
Università di PRATO,CRMBRM04H28G999F
Università di PRATO,CRMMRA05D10G999C
Università di PRATO,CRMFMN02S21G999U
Università di PRATO,CRMFLV04D24G999U
Università di PRATO,PCRGLL02A26G999I
Università di PRATO,CRTSRN95T22G999X
Università di PRATO,CRTMRG95R24G999I
Università di PRATO,CRTNFR96D16G999E
Università di PRATO,CRTLRD94S18G999Q
Università di PRATO,CRTBND96B10G999Q
Università di PRATO,FSSTMS95H26G999H
Università di PRATO,FSSSMN98S06G999X
Università di PRATO,FSSGLN97P04G999H
Università di PRATO,FSSCGR98C02G999R
Università di PRATO,BLCCSR03D03G999S
Università di PRATO,BLCPMP06M22G999X
Università di PRATO,BRSLNI94B26G999L
Università di PRATO,BRSDMN95A05G999E
Università di LUCCA,BRZFRZ01C05E715D
Università di LUCCA,BRZVTI00R24E715I
Università di LUCCA,RSSCRI99R11E715A
Università di LUCCA,RSSCTL01C03E715K
Università di LUCCA,RGRDRN97H01E715W
Università di LUCCA,VVLBNR99M31E715D
Università di LUCCA,VVLLLL02D24E715N
Università di LUCCA,DRANZR95B09E715E
Università di COSENZA,NSICSM06E07D086N
Università di COSENZA,NSIDRO05E31D086X
Università di COSENZA,NSIPMP04D25D086D
Università di COSENZA,TRMPCC02B19D086T
Università di COSENZA,TRMRMN00M21D086P
Università di COSENZA,TRMLDE95H15D086Z
Università di COSENZA,MFFMRT92T06D086Y
Università di COSENZA,TRZGLL89A06D086Q
Università di COSENZA,CNTLSN02M20D086P
Università di REGGIO NELL'EMILIA,VGRGTN04L04H223S
Università di REGGIO NELL'EMILIA,VGRTNZ06L04H223Z
Università di REGGIO NELL'EMILIA,VGRRST05S19H223D
Università di REGGIO NELL'EMILIA,VGRGRN06P28H223Z
Università di REGGIO NELL'EMILIA,VGRPSQ02T05H223O
Università di REGGIO NELL'EMILIA,VRNCSR90H21H223J
Università di REGGIO NELL'EMILIA,RVGLRI98E19H223W
Università di REGGIO NELL'EMILIA,BRGTDD97C08H223E
Università di REGGIO NELL'EMILIA,SNRPQN01E07H223M
Università di REGGIO NELL'EMILIA,SNRVTR00C12H223O
Università di REGGIO NELL'EMILIA,SNRNMO04E20H223M
Università di REGGIO NELL'EMILIA,FCCSLN01B01H223A
Università di REGGIO NELL'EMILIA,GNCPLM06B03H223V
Università di REGGIO NELL'EMILIA,GNCGPR04E29H223N
Università di REGGIO NELL'EMILIA,GNCGTN03B17H223F
Università di REGGIO NELL'EMILIA,GNCLSN05T18H223A
Università di REGGIO NELL'EMILIA,MSTRRT04E03H223G
Università di REGGIO NELL'EMILIA,MSTLDL04S22H223U
Scuola Superiore di VARESE,NSICLL08H06L682Y
Scuola Superiore di VARESE,NSIBNL07D14L682X
Scuola Superiore di VARESE,NSIRSR08H15L682A
Scuola Superiore di VARESE,NSISDR07M09L682D
Scuola Superiore di VARESE,NSIBDT08M29L682R
Scuola Superiore di VARESE,TRPGRG08D20L682I
Scuola Superiore di VARESE,TRPCST07H17L682T
Scuola Superiore di VARESE,TRPPRI07A10L682L
Scuola Superiore di VARESE,MMEGDE10A31L682V
Scuola Superiore di VARESE,MMEDNC09C09L682J
Scuola Superiore di VARESE,CNNFRZ08H06L682A
Scuola Superiore di VARESE,CNNPSQ07A07L682Q
Scuola Superiore di VARESE,CNNQRN07C29L682U
Scuola Superiore di VARESE,CNNRBN06T17L682Q
Scuola Superiore di VARESE,CNNSFO07C03L682M
Università di MODENA,ZRBNNI99D30F257Y
Università di MODENA,ZRBVND01E25F257M
Università di MODENA,ZRBNBR00P29F257Z
Università di MODENA,MRSRNT05M10F257F
Università di MODENA,MRSVTI06B15F257N
Università di MODENA,RMACML05C31F257U
Università di MODENA,RMABNR03D07F257P
Università di MODENA,RMADNI02M05F257O
Università di MODENA,RMATTI02H29F257H
Università di MODENA,PLMSNT04C26F257S
Università di MODENA,PLMNNA05M20F257U
Università di MODENA,PLMGLM06A14F257A
Università di MODENA,PLMGDE06A01F257L
Università di MODENA,SNRRND02T14F257C
Università di MODENA,SNRMDA02T13F257F
Università di MODENA,CLODLU97C08F257I
Scuola Superiore di MASSA,ZRBSRG08H24F023U
Scuola Superiore di MASSA,ZRBLTZ07H24F023L
Scuola Superiore di MASSA,ZRBSND07S09F023H
Scuola Superiore di MASSA,ZRBMAI07T01F023U
Scuola Superiore di MASSA,TZZSRG08E04F023G
Università di MESSINA,GVNSVN04E26F158B
Università di MESSINA,GVNGZN03T30F158T
Università di MESSINA,NCLTEA94H16F158L
Università di MESSINA,NCLGLN94T05F158A
Università di MESSINA,RSGMRC04P14F158G
Università di MESSINA,RSGDNI03R10F158L
Università di MESSINA,RSGRMO03S26F158W
Università di MESSINA,GTTLRD92D06F158O
Università di MESSINA,GTTLVN93L27F158C
Università di MESSINA,GTTFBN89H28F158F
Università di MESSINA,BNDCSS02H04F158G
Università di MESSINA,VRRLVO95A09F158R
Università di MESSINA,CLNVGL01E24F158E
Università di MESSINA,CLNPLA99R24F158D
Università di MESSINA,CLNLVN02R03F158N
Università di MESSINA,CLNPPP99D04F158O
Università di MESSINA,RGRRST00T14F158U
Università di FROSINONE,ZRBLVS04P28D810C
Università di FROSINONE,ZRBGGR03D04D810S
Università di FROSINONE,ZRBRLA06C28D810O
Università di FROSINONE,ZRBFLV03C15D810N
Università di FROSINONE,ZRBVSS03L03D810A
Università di FROSINONE,ZRBRSL03B16D810U
Università di FROSINONE,ZRBMCL06L18D810T
Università di FROSINONE,TNRLHN95A07D810O
Università di FROSINONE,TNRGRL97M09D810V
Scuola Superiore di RAVENNA,VGRLBN07C04H199D
Scuola Superiore di RAVENNA,GNCRND07R02H199B
Scuola Superiore di RAVENNA,CTNSRG08R02H199F
Scuola Superiore di RAVENNA,CTNCST07L03H199D
Scuola Superiore di RAVENNA,CTNGGN07C28H199T
Scuola Superiore di RAVENNA,CNNTEA08E13H199Z
Scuola Superiore di RAVENNA,CNNFBL08E09H199A
Scuola Superiore di RAVENNA,CNNCHR08D03H199E
Scuola Superiore di RAVENNA,CNNDLZ08R23H199D
Università di FOGGIA,GVNNLC99C29D643G
Università di FOGGIA,GVNCLL01T22D643V
Università di FOGGIA,GHNMLN04P20D643H
Università di FOGGIA,GHNLBN03A13D643E
Università di FOGGIA,GHNDMN06C27D643G
Università di FOGGIA,FCCGRZ99L23D643B
Università di FOGGIA,FCCLRT02L06D643F
Università di FOGGIA,CNTMRZ01R27D643F
Università di FOGGIA,CNTMRZ99E19D643L
Scuola Superiore di SIENA,FVAMSM07H11I726J
Scuola Superiore di SIENA,FVAFDR07S18I726Q
Scuola Superiore di SIENA,FVASML08S05I726C
Scuola Superiore di SIENA,FVAMNL06T25I726A
Scuola Superiore di SIENA,MCARNT09A07I726R
Scuola Superiore di SIENA,MCAZEI10L10I726H
Scuola Superiore di SIENA,MCAYNN09H14I726B
Scuola Superiore di SIENA,MCAVTI10A20I726G
Scuola Superiore di SIENA,MCARBN09R14I726R
Scuola Superiore di SIENA,GLZSVG08B12I726K
Scuola Superiore di SIENA,GLZSVN07A03I726S
Scuola Superiore di SIENA,RCIGBB07L25I726B
Scuola Superiore di SIENA,RCICTN07T08I726L
Scuola Superiore di SIENA,RCINEE08P14I726P
Scuola Superiore di SIENA,RCIDTR07S21I726X
Scuola Superiore di SIENA,RCIPIO08R28I726B
Università di ROVIGO,SLMSLV05S06H620M
Università di ROVIGO,SLMLRT03P15H620V
Università di ROVIGO,SLMTZN03A05H620J
Università di ROVIGO,SLMBRN04D12H620C
Università di ROVIGO,SPZGGI88T09H620K
Università di ROVIGO,MCAVVN06H23H620T
Università di ROVIGO,FCCCSR05T11H620T
Università di ROVIGO,FCCGTN04A18H620A
Università di ROVIGO,FCCGTV05M08H620Z
Università di ROVIGO,FCCRGN04T07H620W
Università di ROVIGO,RTLCCL93H25H620A
Università di ROVIGO,FRNRNN01C04H620L
Università di ROVIGO,FRNPNG00D20H620X
Università di ROVIGO,FRNSRN00S30H620B
Scuola Superiore di NUORO,FVABNL07P24F979N
Scuola Superiore di NUORO,FVAPLG09A08F979O
Scuola Superiore di NUORO,FVAMLN09S16F979A
Scuola Superiore di NUORO,FVAVCN10L01F979C
Scuola Superiore di NUORO,FVAGLM10S14F979D
Scuola Superiore di NUORO,PCNMRZ07S27F979H
Scuola Superiore di NUORO,PCNPRI07H07F979W
Scuola Superiore di NUORO,PCNNTS07R27F979D
Scuola Superiore di NUORO,PCNVNT07A18F979M
Scuola Superiore di NUORO,PCNCST08H15F979W
Scuola Superiore di NUORO,SNISRG10H10F979T
Scuola Superiore di NUORO,SNICNL10B20F979E
Scuola Superiore di NUORO,SNIFBL09D10F979D
Scuola Superiore di NUORO,PRTSLV09H17F979U
Scuola Superiore di NUORO,PRTNTL09R29F979L
Scuola Superiore di NUORO,PRTJSC09M17F979B
Scuola Superiore di NUORO,GRIFSC07P18F979Z
Scuola Superiore di NUORO,GRICNZ08D09F979H
Scuola Superiore di NUORO,GRILNU07M22F979H
Scuola Superiore di NUORO,GRIDNI07L31F979V
Scuola Superiore di NUORO,GRIMDA07S15F979C
Scuola Superiore di NUORO,SCTDMN10C10F979T
Scuola Superiore di NUORO,SCTMHL09L29F979D
Scuola Superiore di NUORO,SCTLRI09L01F979T
Scuola Superiore di NUORO,SCTVDN09D22F979R
Scuola Superiore di NUORO,VRTLCL09B04F979L
Scuola Superiore di NUORO,VRTCHR09C25F979F
Scuola Superiore di NUORO,VRTGND10M15F979A
Scuola Superiore di NUORO,VRTTRS10R02F979X
Scuola Superiore di NUORO,VRTPRD10H20F979L
Università di LIVORNO,ZRBNTS04L02E625D
Università di LIVORNO,ZRBPMR03R25E625V
Università di LIVORNO,ZRBDVG06B21E625Y
Università di LIVORNO,FRNRZR94E24E625E
Università di LIVORNO,BNFLRC93T27E625I
Università di LIVORNO,BNFMLN96E08E625O
Università di LIVORNO,CMLPLA00T25E625A
Università di LIVORNO,CMLLDR02B01E625P
Università di LIVORNO,SRNDNC94E15E625A
Università di LIVORNO,SRNGDI94E24E625T
Università di LIVORNO,TRNZNE94M11E625W
Università di LIVORNO,TRNCLL94C22E625J
Università di SALERNO,MGARKE03A12H703M
Università di SALERNO,STRLNZ03R29H703F
Università di SALERNO,STRNVE06D15H703V
Università di SALERNO,STRVVN04P06H703H
Università di SALERNO,DTGPSC04D12H703P
Università di SALERNO,DTGGPR04M27H703K
Università di SALERNO,CVRLLE03E01H703T
Università di SALERNO,LVNDRT03E23H703Y
Università di SALERNO,LVNRST03M19H703M
Università di SALERNO,LVNTTI05D12H703G
Università di SALERNO,MZZRTD93P21H703E
Università di SALERNO,LUICLS91A15H703F
Università di SALERNO,FNCRNI98A06H703W
Università di SALERNO,FNCNLT97E22H703M
Università di SALERNO,CHRRLA97L23H703J
Università di SALERNO,CHRGRG97L11H703A
Università di SALERNO,CHRSST95A06H703M
Università di SALERNO,SCRFNZ99B28H703Y
Università di SALERNO,VRTDLE04A19H703H
Università di SALERNO,VRTYND06D25H703S
Università di SALERNO,VRTPQL04B13H703N
Università di SALERNO,BLDLGR99B07H703J
Università di SALERNO,BLDCLL02R20H703C
Scuola Media di ISERNIA,NSIDMN12E01E335Z
Scuola Media di ISERNIA,NSICSR11S23E335H
Scuola Media di ISERNIA,NSIMTN13C10E335D
Scuola Media di ISERNIA,NSISVR12S13E335V
Università di LA SPEZIA,PLNNRN01R15E463O
Università di LA SPEZIA,PLNLND00M10E463L
Università di LA SPEZIA,BNFMDA98M05E463B
Università di LA SPEZIA,BNFSLN95D15E463E
Università di LA SPEZIA,BNFGTT96R29E463T
Università di LA SPEZIA,BNFSAI96S15E463C
Università di LA SPEZIA,CVRNFR04P30E463L
Università di LA SPEZIA,CVRLNZ06M08E463E
Università di LA SPEZIA,GGGCCT97A06E463C
Università di LA SPEZIA,GGGRNL97E10E463T
Università di VENEZIA,GRNDZN94E22L736W
Università di VENEZIA,GRNCSR95P03L736J
Università di VENEZIA,CRRDRN03E26L736A
Università di VENEZIA,CRRFST05T14L736M
Università di VENEZIA,CRRLVC04H17L736J
Università di VENEZIA,GRNSTR95L05L736I
Università di VENEZIA,GRNCSM98E31L736J
Università di VENEZIA,GRNFTM93S21L736L
Università di VENEZIA,CHRLRI98C15L736L
Università di VENEZIA,DTLNCL95A21L736E
Università di VENEZIA,CNTMAI00H30L736R
Università di TRAPANI,NCLRMN98M10L331O
Università di TRAPANI,PRNMMM06C13L331T
Università di TRAPANI,PRNRND06M05L331J
Università di TRAPANI,CTRMHL91D11L331T
Università di TRAPANI,TRVGTA00T11L331U
Università di TRAPANI,CVRDLA03D26L331M
Università di TRAPANI,CVRLCD06P26L331X
Università di TRAPANI,CVRMSM03T12L331L
Università di TRAPANI,CVRMME05P10L331W
Università di TRAPANI,MNTTLD99B14L331C
Università di TRAPANI,MNTRND02M04L331G
Università di TRAPANI,MNTMTT98T24L331J
Università di TRAPANI,MNTLGU97L05L331B
Università di TRAPANI,MNTNCN94B22L331Z
Università di TRAPANI,MNTDBR94A02L331N
Università di SIRACUSA,PLNDMA05P12I754F
Università di SIRACUSA,PLNRND04D08I754O
Università di SIRACUSA,PLNCSN04C22I754N
Università di SIRACUSA,NCLMSM96M17I754I
Università di SIRACUSA,NCLFNC96M09I754C
Università di SIRACUSA,TGLGTR03H01I754R
Università di SIRACUSA,TGLCNN04B02I754E
Università di SIRACUSA,PRNLND00M28I754X
Università di SIRACUSA,PRNGAI99L29I754V
Università di SIRACUSA,RVLCPI06D07I754M
Università di SIRACUSA,CPRLDN01H10I754P
Università di SIRACUSA,CPRGLD01B18I754Y
Università di SIRACUSA,CPRPMR01R09I754S
Università di SIRACUSA,BNDMLL02P29I754L
Università di SIRACUSA,CPRDGS99P09I754B
Università di SIRACUSA,TDSDNT00E04I754Z
Università di SIRACUSA,TDSSAI02L15I754M
Università di SIRACUSA,LBRGLL00T09I754F
Università di LODI,PJUDBR06C29E648V
Università di LODI,PJUSDR06L31E648W
Università di LODI,PJULRT06E28E648P
Università di LODI,GNVPRM98L22E648Z
Università di LODI,GNVDGS97H25E648U
Università di LODI,GRNSLV06E23E648G
Università di LODI,GRNNBL06A23E648F
Università di LODI,GRNPMP06H23E648T
Università di LODI,RSPMSM00E01E648N
Università di LODI,FRMMRO01P04E648I
Università di LODI,FRMCLS01R17E648M
Università di LODI,FRMLRT00P24E648N
Università di LODI,FRMFTM05P25E648P
Università di LODI,FRMBRT04P27E648P
Università di LODI,FRMTZN05D25E648R
Università di LODI,MRCLDA00P07E648R
Università di LODI,MRCMRZ98S17E648E
Università di LODI,MRCPMP02R10E648N
Università di LODI,MRCNRO99H14E648S
Università di LODI,MRCGDU99A20E648T
Università di LODI,CVRLND05D07E648K
Università di LODI,CVRCRL03R18E648Z
Università di LODI,CVRSVN04T18E648A
Università di LODI,CVRLRG03A15E648Q
Università di LODI,PDNSVR06A18E648L
Università di LODI,BRDFCN99B14E648Z
Università di LODI,BRDRSN02B04E648Q
Università di LODI,PDNMMM02B14E648T
Università di LODI,PDNDVG99R09E648Q
Università di LODI,TRBYLO06S13E648M
Università di LODI,TRBMRA05B19E648R
